Algorithm,Scaling,Number_of_Features,aupr_mean
RF,Standard,15,94.518
RF,Standard,16,94.202
RF,Standard,17,95.502
RF,Standard,18,94.79400000000001
RF,Standard,19,95.136
RF,Standard,20,94.958
RF,Standard,21,94.582
RF,Standard,22,95.03
RF,Standard,23,95.144
RF,Standard,24,94.99600000000001
RF,Standard,25,95.664
RF,Standard,26,95.63199999999999
RF,Standard,27,95.034
RF,Standard,28,94.836
RF,Standard,29,95.506
RF,Standard,30,96.086
RF,Standard,31,95.49199999999999
RF,Standard,32,94.964
RF,Standard,33,96.162
RF,Standard,34,95.342
RF,Standard,35,95.63199999999999
RF,Standard,36,95.768
RF,Standard,37,96.218
RF,Standard,38,95.956
RF,Standard,39,95.54400000000001
RF,Standard,40,96.064
RF,Standard,41,95.736
RF,Standard,42,95.664
RF,Standard,43,96.204
RF,Standard,44,95.74600000000001
RF,Standard,45,95.632
RF,Standard,46,95.77799999999999
RF,Standard,47,96.374
RF,Standard,48,95.418
RF,Standard,49,95.628
RF,Standard,50,95.724
RF,Standard,51,96.11
RF,Standard,52,95.874
RF,Standard,53,95.994
RF,Standard,54,96.26599999999999
RF,Standard,55,95.64000000000001
RF,Standard,56,96.38
RF,Standard,57,95.648
RF,Standard,58,94.98400000000001
RF,Standard,59,96.074
RF,Standard,60,96.23400000000001
RF,Standard,61,95.712
RF,Standard,62,95.65599999999999
RF,Standard,63,95.792
RF,Standard,64,95.964
RF,Standard,65,95.856
RF,Standard,66,95.732
RF,Standard,67,96.152
RF,Standard,68,95.97200000000001
RF,Standard,69,95.46000000000001
RF,Standard,70,95.596
RF,Standard,71,95.61800000000001
RF,Standard,72,95.662
RF,Standard,73,96.03399999999999
RF,Standard,74,95.846
RF,Standard,75,95.704
RF,Standard,76,95.678
RF,Standard,77,95.672
RF,Standard,78,95.662
RF,Standard,79,95.836
RF,Standard,80,96.05600000000001
RF,Standard,81,95.258
RF,Standard,82,95.70599999999999
RF,Standard,83,96.13
RF,Standard,84,96.428
RF,Standard,85,95.53
RF,Standard,86,95.944
RF,Standard,87,95.788
RF,Standard,88,95.894
RF,Standard,89,94.914
RF,Standard,90,95.838
RF,Standard,91,95.732
RF,Standard,92,95.72
RF,Standard,93,95.70599999999999
RF,Standard,94,95.678
RF,Standard,95,95.502
RF,Standard,96,95.376
RF,Standard,97,95.45599999999999
RF,Standard,98,95.548
RF,Standard,99,96.04400000000001
RF,Standard,100,95.08399999999999
RF,Standard,101,95.656
RF,Standard,102,95.144
RF,Standard,103,94.848
RF,Standard,104,95.562
RF,Standard,105,95.45
RF,Standard,106,95.712
RF,Standard,107,94.912
RF,Standard,108,95.816
RF,Standard,109,96.03
RF,Standard,110,95.28
RF,Standard,111,95.658
RF,Standard,112,95.598
RF,Standard,113,95.45
RF,Standard,114,95.8
RF,Standard,115,95.144
RF,Standard,116,95.736
RF,Standard,117,95.5
RF,Standard,118,96.036
RF,Standard,119,95.474
RF,Standard,120,94.91
RF,Standard,121,95.026
RF,Standard,122,94.848
RF,Standard,123,95.044
RF,Standard,124,95.662
RF,Standard,125,95.07000000000001
RF,Standard,126,95.74
RF,Standard,127,95.726
RF,Standard,128,95.67999999999999
RF,Standard,129,96.014
RF,Standard,130,95.55
RF,Standard,131,94.852
RF,Standard,132,95.314
RF,Standard,133,95.38
RF,Standard,134,95.786
RF,Standard,135,95.50399999999999
RF,Standard,136,95.51
RF,Standard,137,95.154
RF,Standard,138,95.56800000000001
RF,Standard,139,94.94
RF,Standard,140,95.598
RF,Standard,141,94.558
RF,Standard,142,96.002
RF,Standard,143,95.58
RF,Standard,144,95.084
RF,Standard,145,95.91
RF,Standard,146,95.856
RF,Standard,147,95.376
RF,Standard,148,95.756
RF,Standard,149,94.32000000000001
RF,Standard,150,95.322
RF,Standard,151,95.272
RF,Standard,152,95.474
RF,Standard,153,95.396
RF,Standard,154,95.44200000000001
RF,Standard,155,94.546
RF,Standard,156,95.47
RF,Standard,157,95.28399999999999
RF,Standard,158,95.01
RF,Standard,159,95.688
RF,Standard,160,95.194
RF,Standard,161,95.86
RF,Standard,162,95.314
RF,Standard,163,95.772
RF,Standard,164,95.76
RF,Standard,165,95.146
RF,Standard,166,95.268
RF,Standard,167,95.63
RF,Standard,168,95.152
RF,Standard,169,95.366
RF,Standard,170,95.04400000000001
RF,Standard,171,94.988
RF,Standard,172,95.65
RF,Standard,173,95.25399999999999
RF,Standard,174,95.25399999999999
RF,Standard,175,95.898
RF,Standard,176,94.838
RF,Standard,177,95.074
RF,Standard,178,94.578
RF,Standard,179,94.75
RF,Standard,180,95.424
RF,Standard,181,95.912
RF,Standard,182,95.488
RF,Standard,183,94.998
RF,Standard,184,94.792
RF,Standard,185,94.72999999999999
RF,Standard,186,95.362
RF,Standard,187,95.30199999999999
RF,Standard,188,95.13
SVM,MinMax,1,93.148
SVM,MinMax,2,93.374
SVM,MinMax,3,94.142
SVM,MinMax,4,93.97999999999999
SVM,MinMax,5,93.994
SVM,MinMax,6,93.95599999999999
SVM,MinMax,7,93.95599999999999
SVM,MinMax,8,94.62
SVM,MinMax,9,94.75
SVM,MinMax,10,94.876
SVM,MinMax,11,95.256
SVM,MinMax,12,95.116
SVM,MinMax,13,94.376
SVM,MinMax,14,95.244
SVM,MinMax,15,94.962
SVM,MinMax,16,94.88
SVM,MinMax,17,95.248
SVM,MinMax,18,94.982
SVM,MinMax,19,94.828
SVM,MinMax,20,94.458
SVM,MinMax,21,94.704
SVM,MinMax,22,94.24
SVM,MinMax,23,94.41
SVM,MinMax,24,94.884
SVM,MinMax,25,94.86800000000001
SVM,MinMax,26,95.05799999999999
SVM,MinMax,27,95.244
SVM,MinMax,28,94.97
SVM,MinMax,29,94.696
SVM,MinMax,30,95.038
SVM,MinMax,31,95.274
SVM,MinMax,32,95.00800000000001
SVM,MinMax,33,95.15
SVM,MinMax,34,95.436
SVM,MinMax,35,95.60799999999999
SVM,MinMax,36,95.678
SVM,MinMax,37,95.33399999999999
SVM,MinMax,38,95.104
SVM,MinMax,39,95.37
SVM,MinMax,40,95.19200000000001
SVM,MinMax,41,95.132
SVM,MinMax,42,95.068
SVM,MinMax,43,94.872
SVM,MinMax,44,95.22200000000001
SVM,MinMax,45,95.178
SVM,MinMax,46,95.136
SVM,MinMax,47,95.258
SVM,MinMax,48,94.958
SVM,MinMax,49,95.03
SVM,MinMax,50,94.82000000000001
SVM,MinMax,51,94.902
SVM,MinMax,52,94.952
SVM,MinMax,53,94.836
SVM,MinMax,54,94.748
SVM,MinMax,55,94.84
SVM,MinMax,56,95.012
SVM,MinMax,57,94.438
SVM,MinMax,58,94.546
SVM,MinMax,59,94.566
SVM,MinMax,60,94.61800000000001
SVM,MinMax,61,94.812
SVM,MinMax,62,94.586
SVM,MinMax,63,94.658
SVM,MinMax,64,94.388
SVM,MinMax,65,94.566
SVM,MinMax,66,94.22
SVM,MinMax,67,94.102
SVM,MinMax,68,94.05799999999999
SVM,MinMax,69,94.092
SVM,MinMax,70,93.926
SVM,MinMax,71,93.914
SVM,MinMax,72,93.918
SVM,MinMax,73,94.184
SVM,MinMax,74,94.196
SVM,MinMax,75,94.284
SVM,MinMax,76,93.988
SVM,MinMax,77,94.092
SVM,MinMax,78,94.01
SVM,MinMax,79,93.812
SVM,MinMax,80,93.91
SVM,MinMax,81,94.34200000000001
SVM,MinMax,82,94.078
SVM,MinMax,83,94.018
SVM,MinMax,84,94.158
SVM,MinMax,85,94.214
SVM,MinMax,86,93.72999999999999
SVM,MinMax,87,93.966
SVM,MinMax,88,94.046
SVM,MinMax,89,94.19800000000001
SVM,MinMax,90,93.788
SVM,MinMax,91,94.166
SVM,MinMax,92,93.966
SVM,MinMax,93,94.058
SVM,MinMax,94,93.938
SVM,MinMax,95,93.808
SVM,MinMax,96,94.21799999999999
SVM,MinMax,97,93.932
SVM,MinMax,98,93.78999999999999
SVM,MinMax,99,93.962
SVM,MinMax,100,93.804
SVM,MinMax,101,93.474
SVM,MinMax,102,93.952
SVM,MinMax,103,93.88399999999999
SVM,MinMax,104,93.918
SVM,MinMax,105,93.616
SVM,MinMax,106,93.622
SVM,MinMax,107,93.612
SVM,MinMax,108,93.47999999999999
SVM,MinMax,109,93.594
SVM,MinMax,110,93.416
SVM,MinMax,111,93.25800000000001
SVM,MinMax,112,93.188
SVM,MinMax,113,93.22200000000001
SVM,MinMax,114,92.91
SVM,MinMax,115,93.11800000000001
SVM,MinMax,116,93.078
SVM,MinMax,117,93.054
SVM,MinMax,118,92.99600000000001
SVM,MinMax,119,93.58200000000001
SVM,MinMax,120,92.804
SVM,MinMax,121,92.83
SVM,MinMax,122,92.826
SVM,MinMax,123,92.69
SVM,MinMax,124,92.72
SVM,MinMax,125,92.776
SVM,MinMax,126,92.89000000000001
SVM,MinMax,127,92.686
SVM,MinMax,128,92.918
SVM,MinMax,129,92.65
SVM,MinMax,130,92.97999999999999
SVM,MinMax,131,93.218
SVM,MinMax,132,93.22999999999999
SVM,MinMax,133,93.364
SVM,MinMax,134,92.93199999999999
SVM,MinMax,135,92.732
SVM,MinMax,136,92.762
SVM,MinMax,137,93.068
SVM,MinMax,138,92.836
SVM,MinMax,139,93.492
SVM,MinMax,140,93.232
SVM,MinMax,141,92.97
SVM,MinMax,142,92.94800000000001
SVM,MinMax,143,93.046
SVM,MinMax,144,93.462
SVM,MinMax,145,92.922
SVM,MinMax,146,93.578
SVM,MinMax,147,93.124
SVM,MinMax,148,93.074
SVM,MinMax,149,93.11800000000001
SVM,MinMax,150,93.078
SVM,MinMax,151,93.27799999999999
SVM,MinMax,152,93.28
SVM,MinMax,153,93.0
SVM,MinMax,154,93.264
SVM,MinMax,155,93.576
SVM,MinMax,156,93.68199999999999
SVM,MinMax,157,93.482
SVM,MinMax,158,93.398
SVM,MinMax,159,93.11
SVM,MinMax,160,93.244
SVM,MinMax,161,93.16600000000001
SVM,MinMax,162,93.34
SVM,MinMax,163,93.298
SVM,MinMax,164,93.546
SVM,MinMax,165,93.242
SVM,MinMax,166,93.47200000000001
SVM,MinMax,167,93.506
SVM,MinMax,168,93.65599999999999
SVM,MinMax,169,93.408
SVM,MinMax,170,93.416
SVM,MinMax,171,92.944
SVM,MinMax,172,93.038
SVM,MinMax,173,93.45599999999999
SVM,MinMax,174,93.40599999999999
SVM,MinMax,175,93.37
SVM,MinMax,176,93.588
SVM,MinMax,177,93.46000000000001
SVM,MinMax,178,93.554
SVM,MinMax,179,93.354
SVM,MinMax,180,93.346
SVM,MinMax,181,93.23400000000001
SVM,MinMax,182,93.652
SVM,MinMax,183,93.64200000000001
SVM,MinMax,184,93.67999999999999
SVM,MinMax,185,93.50399999999999
SVM,MinMax,186,93.558
SVM,MinMax,187,93.436
SVM,MinMax,188,93.328
SVM,Standard,1,93.35
SVM,Standard,2,93.35
SVM,Standard,3,94.34400000000001
SVM,Standard,4,94.154
SVM,Standard,5,93.936
SVM,Standard,6,94.548
SVM,Standard,7,93.19800000000001
SVM,Standard,8,94.392
SVM,Standard,9,94.72
SVM,Standard,10,94.878
SVM,Standard,11,94.522
SVM,Standard,12,94.52000000000001
SVM,Standard,13,94.866
SVM,Standard,14,95.038
SVM,Standard,15,94.72200000000001
SVM,Standard,16,94.832
SVM,Standard,17,94.718
SVM,Standard,18,94.848
SVM,Standard,19,93.186
SVM,Standard,20,94.85
SVM,Standard,21,94.964
SVM,Standard,22,94.77799999999999
SVM,Standard,23,94.534
SVM,Standard,24,94.128
SVM,Standard,25,94.19800000000001
SVM,Standard,26,94.014
SVM,Standard,27,93.654
SVM,Standard,28,94.00800000000001
SVM,Standard,29,93.85
SVM,Standard,30,94.07000000000001
SVM,Standard,31,94.75
SVM,Standard,32,95.314
SVM,Standard,33,95.08
SVM,Standard,34,95.244
SVM,Standard,35,95.36
SVM,Standard,36,95.51
SVM,Standard,37,95.256
SVM,Standard,38,95.30799999999999
SVM,Standard,39,95.56800000000001
SVM,Standard,40,95.604
SVM,Standard,41,95.684
SVM,Standard,42,95.56800000000001
SVM,Standard,43,95.442
SVM,Standard,44,95.39000000000001
SVM,Standard,45,95.064
SVM,Standard,46,94.916
SVM,Standard,47,95.25800000000001
SVM,Standard,48,94.946
SVM,Standard,49,95.292
SVM,Standard,50,94.918
SVM,Standard,51,94.78999999999999
SVM,Standard,52,94.838
SVM,Standard,53,94.954
SVM,Standard,54,94.756
SVM,Standard,55,94.564
SVM,Standard,56,94.46799999999999
SVM,Standard,57,94.464
SVM,Standard,58,94.33200000000001
SVM,Standard,59,94.366
SVM,Standard,60,94.638
SVM,Standard,61,94.732
SVM,Standard,62,94.584
SVM,Standard,63,94.77799999999999
SVM,Standard,64,94.648
SVM,Standard,65,94.664
SVM,Standard,66,94.612
SVM,Standard,67,94.518
SVM,Standard,68,94.506
SVM,Standard,69,94.878
SVM,Standard,70,94.63
SVM,Standard,71,94.88199999999999
SVM,Standard,72,94.596
SVM,Standard,73,94.35799999999999
SVM,Standard,74,94.47200000000001
SVM,Standard,75,94.7
SVM,Standard,76,94.426
SVM,Standard,77,94.336
SVM,Standard,78,94.18199999999999
SVM,Standard,79,93.954
SVM,Standard,80,94.116
SVM,Standard,81,94.616
SVM,Standard,82,94.03
SVM,Standard,83,94.316
SVM,Standard,84,94.306
SVM,Standard,85,94.5
SVM,Standard,86,94.332
SVM,Standard,87,94.26599999999999
SVM,Standard,88,94.216
SVM,Standard,89,94.57000000000001
SVM,Standard,90,94.63199999999999
SVM,Standard,91,94.402
SVM,Standard,92,94.09
SVM,Standard,93,94.368
SVM,Standard,94,94.798
SVM,Standard,95,94.74
SVM,Standard,96,94.51599999999999
SVM,Standard,97,94.72999999999999
SVM,Standard,98,94.84
SVM,Standard,99,94.79400000000001
SVM,Standard,100,94.602
SVM,Standard,101,94.4
SVM,Standard,102,94.584
SVM,Standard,103,94.578
SVM,Standard,104,94.546
SVM,Standard,105,94.23400000000001
SVM,Standard,106,94.202
SVM,Standard,107,93.85
SVM,Standard,108,94.602
SVM,Standard,109,94.606
SVM,Standard,110,94.354
SVM,Standard,111,94.352
SVM,Standard,112,94.612
SVM,Standard,113,94.204
SVM,Standard,114,94.478
SVM,Standard,115,93.846
SVM,Standard,116,94.256
SVM,Standard,117,93.866
SVM,Standard,118,94.34400000000001
SVM,Standard,119,94.196
SVM,Standard,120,93.914
SVM,Standard,121,94.356
SVM,Standard,122,94.318
SVM,Standard,123,94.25
SVM,Standard,124,94.25399999999999
SVM,Standard,125,94.15599999999999
SVM,Standard,126,93.82000000000001
SVM,Standard,127,93.99600000000001
SVM,Standard,128,94.02799999999999
SVM,Standard,129,94.24
SVM,Standard,130,94.326
SVM,Standard,131,94.376
SVM,Standard,132,94.49
SVM,Standard,133,94.18199999999999
SVM,Standard,134,94.09400000000001
SVM,Standard,135,94.236
SVM,Standard,136,94.168
SVM,Standard,137,94.502
SVM,Standard,138,94.542
SVM,Standard,139,94.5
SVM,Standard,140,94.70599999999999
SVM,Standard,141,94.654
SVM,Standard,142,94.47200000000001
SVM,Standard,143,94.22999999999999
SVM,Standard,144,94.378
SVM,Standard,145,94.41
SVM,Standard,146,94.078
SVM,Standard,147,94.434
SVM,Standard,148,94.292
SVM,Standard,149,94.086
SVM,Standard,150,94.196
SVM,Standard,151,94.338
SVM,Standard,152,94.53
SVM,Standard,153,94.52000000000001
SVM,Standard,154,94.19800000000001
SVM,Standard,155,94.372
SVM,Standard,156,94.114
SVM,Standard,157,94.204
SVM,Standard,158,94.53999999999999
SVM,Standard,159,94.36800000000001
SVM,Standard,160,94.40599999999999
SVM,Standard,161,94.32000000000001
SVM,Standard,162,94.438
SVM,Standard,163,94.1
SVM,Standard,164,94.398
SVM,Standard,165,94.22200000000001
SVM,Standard,166,94.734
SVM,Standard,167,94.64399999999999
SVM,Standard,168,94.61800000000001
SVM,Standard,169,94.25399999999999
SVM,Standard,170,94.482
SVM,Standard,171,94.20599999999999
SVM,Standard,172,94.378
SVM,Standard,173,94.298
SVM,Standard,174,94.664
SVM,Standard,175,94.438
SVM,Standard,176,94.438
SVM,Standard,177,94.56
SVM,Standard,178,94.44800000000001
SVM,Standard,179,94.454
SVM,Standard,180,94.036
SVM,Standard,181,93.962
SVM,Standard,182,94.27799999999999
SVM,Standard,183,94.55199999999999
SVM,Standard,184,94.57000000000001
SVM,Standard,185,94.77000000000001
SVM,Standard,186,94.76599999999999
SVM,Standard,187,94.63
SVM,Standard,188,94.378
