CompanyId,PersianYear,Return,Beta,Debt_to_total_assets_ratio,Operating_profit_to_sale,Fixed_asset_turnover,Return_from_market,Current_assets_ratio,Working_capital_return,Longterm_debt_to_equity_ratio,Return_ratio_without_risk,Profit_margin_growth_rate,Stock_market_value,Net_profit_to_sale,Net_profit_to_Gross_profit,Current_ratio,Net_working_capital,Operating_assets_Ratio,Total_asset_turnover,DPS,EPS_growth,Liquidity_ratios,ROA,Quick_Ratio,Average_payment_period,ROE,EPS,Total_income_growth,P_to_E,ROI,Capital,P_to_B,P_to_S,Cash_to_total_assets_ratio,Debt_to_equity_ratio,Equity_Ratio,DuPont_Ratio,Gross_profit_margin,Operating_profit_margin,Net_profit_margin,Sales_growth_rate,Current_debt_to_total_debt_Ratio,Cost_to_sales_ratio,Sale_to_current_assets,Operating_cash_flow_to_sales,Cash_flow_returns_to_sales,Profit_margin_before_interest_and_taxes,Net_return_on_working_capital
1,1390,50.83333336,-0.260216022,0.71,37246.0,9.62,11.2071741,0.51,-27.47,3.0,20,0.0,205000000000.0,37808.0,44200.0,0.83,-11475.0,0.0,2.4,3000.0,0.6,0.76,28.64,0.48,172.21,70.83,3024.0,0.6,5.43,41.09,12500.0,3.41,0.65,3.0,1.26,2.26,44.34,13.97,11.78,11.95,30.27,89.55,2.55,5.64,3.95,16.32,13.42,-287.64
2,1390,27.22298228,1.117635286,0.0,36866.0,0.83,11.2071741,0.47,568.96,1.49,20,0.94,314000000000.0,93793.0,45347.0,1.22,22999.0,0.0,0.56,700.0,1.57,1.21,40.74,1.14,285.87,73.55,1563.0,1.57,3.35,52.34,60000.0,1.99,2.44,7.57,0.74,1.74,57.52,35.23,28.64,72.87,32.2,90.81,6.64,1.0,46.62,3.88,80.36,568.96
3,1390,-4.792332299,1.301283592,0.31,6002043.0,1.49,11.2071741,0.54,108.73,0.57,20,0.11,35200000000000.0,6034781.0,6059558.0,3.79,5342034.0,0.0,0.71,1000.0,0.33,0.0,44.44,2.33,219.53,51.31,1005.0,0.33,5.84,44.68,6000000.0,2.79,3.64,12.75,0.2,1.2,83.62,62.7,62.1,62.44,19.48,77.61,0.6,1.33,62.08,45.77,62.53,108.73
4,1390,35.09933773,1.562188671,0.58,6231235.0,1.3,11.2071741,0.59,243.08,1.75,20,0.17,39500000000000.0,6188991.0,6216726.0,2.04,3880860.0,0.0,0.69,980.0,-0.27,1.69,44.78,1.38,83.12,59.21,1031.0,0.47,6.38,46.4,6000000.0,3.05,4.16,19.71,0.27,1.27,78.87,65.57,65.73,65.28,18.42,94.45,4.11,1.42,63.29,47.45,71.82,222.61
6,1390,167.0454545,0.899287381,0.0,41625.0,6.85,11.2071741,0.96,32.0,0.32,20,0.37,718000000000.0,41625.0,66574.0,6.78,148913.0,0.0,1.04,100.0,-0.62,4.29,25.98,4.02,138.02,32.75,822.0,0.89,17.26,26.62,50625.0,4.9,4.29,1.01,0.24,1.24,80.52,39.77,24.87,24.87,50.19,72.65,14.9,0.96,30.24,2.57,24.87,32.07
9,1390,336.2728785,0.573319403,0.0,40277.0,0.86,11.2071741,0.51,-83.97,1.53,20,17.89,677000000000.0,70831.0,56445.0,1.21,25976.0,0.0,0.5,1000.0,16.17,1.02,26.85,0.87,166.78,58.72,2799.0,16.13,9.56,31.75,25300.0,4.68,5.12,2.78,1.03,2.03,49.38,42.71,30.48,53.6,33.69,82.73,12.67,0.89,19.14,22.39,66.08,896.82
10,1390,59.15492954,0.853890198,0.0,144748.0,4.65,11.2071741,0.78,65.82,1.07,20,-0.13,2000000000000.0,168939.0,185198.0,3.04,279337.0,0.0,0.89,650.0,-0.43,2.45,31.85,1.84,58.41,44.26,844.0,0.43,11.83,35.21,200000.0,4.79,4.21,20.6,0.36,1.36,73.63,39.05,30.52,35.62,63.34,91.85,8.54,1.14,42.17,41.31,36.37,71.74
11,1390,7.142857143,0.244167906,0.0,20761.0,1.54,11.2071741,0.67,90.42,1.13,20,-0.04,89208000000.0,15575.0,30990.0,1.43,21538.0,0.0,0.89,400.0,0.33,1.23,16.34,1.03,267.92,31.26,494.0,0.33,5.73,23.39,31500.0,1.68,1.06,6.58,0.91,1.91,52.35,36.68,24.57,18.43,20.46,91.24,12.11,1.39,37.28,29.46,25.43,80.93
14,1390,16.2303665,-0.072831552,0.0,-16842.0,0.99,11.2071741,0.7,2.95,1.29,20,-1.09,148000000000.0,1253.0,-9041.0,1.34,44907.0,0.0,0.6,,-1.07,1.02,0.54,0.55,182.74,1.16,10.0,-1.07,118.7,0.64,125000.0,1.36,1.06,7.0,1.29,2.29,43.68,-6.47,-12.06,0.9,-5.87,93.15,8.21,0.79,89.49,-32.73,7.67,2.95
15,1390,0.0,0.0,0.0,15915.0,2.31,11.2071741,0.82,118.44,1.57,20,17.44,56950000000.0,75691.0,26476.0,2.61,99940.0,0.0,0.61,1000.0,22.64,2.1,47.07,1.48,257.3,80.13,1513.0,22.5,0.75,39.35,50000.0,0.43,0.58,27.91,0.5,1.5,66.56,27.09,16.28,77.44,27.59,93.55,4.94,0.6,51.15,-22.19,86.14,118.44
27,1390,16.55172412,0.051489279,0.0,29823.0,5.29,11.2071741,0.69,-9.38,5.55,20,-0.55,600000000000.0,19965.0,228373.0,1.04,32713.0,0.0,1.97,14.0,-0.7,0.78,2.6,0.4,58.54,11.22,112.0,-0.7,30.2,4.47,177545.0,1.79,0.25,10.54,5.55,6.55,15.28,9.57,1.25,0.84,30.23,93.83,9.12,2.83,7.44,-1.89,3.38,-17.51
28,1390,17.39130434,0.057653426,0.0,75429.0,3.76,11.2071741,0.66,792.02,2.74,20,-0.07,232000000000.0,56868.0,135480.0,1.1,24801.0,0.0,2.61,620.0,0.1,1.06,14.29,0.71,58.09,37.79,677.0,0.1,4.08,22.3,84000.0,1.52,0.22,3.6,1.66,2.66,37.61,13.05,7.26,5.48,5.76,93.38,5.74,3.98,8.09,6.96,7.51,334.68
29,1390,9.200000012,0.610848678,0.0,-1195.0,0.69,11.2071741,0.21,19.09,182.67,20,-0.6,230000000000.0,-46593.0,30253.0,0.42,-164998.0,0.0,0.7,,-0.8,0.37,-0.6,0.21,72.18,0.0,-232.0,0.3,-4.96,-1.02,200000.0,22.02,0.46,5.18,182.67,183.67,0.54,6.1,-0.24,-9.4,17.94,40.23,6.35,4.12,40.36,-9.86,0.03,19.09
30,1390,30.43478259,0.844817079,0.0,13727.0,2.71,11.2071741,0.66,107.74,2.18,20,-0.25,84832000000.0,6887.0,36675.0,1.04,5569.0,0.0,0.92,50.0,1.08,0.96,2.35,0.6,197.77,4.64,156.0,1.07,12.36,2.29,44000.0,0.39,0.31,9.99,0.68,1.68,59.46,13.6,5.09,2.55,13.6,96.62,12.35,1.85,16.31,5.45,6.65,107.74
31,1390,5.555555551,0.609138981,0.0,36074.0,3.83,11.2071741,0.73,115.19,2.54,20,-0.11,230000000000.0,33625.0,73761.0,1.15,33201.0,0.0,2.4,360.0,-0.03,1.07,9.21,0.71,62.64,28.81,414.0,-0.03,6.85,16.2,81180.0,1.96,0.26,2.39,1.99,2.99,33.44,8.42,4.12,3.84,27.05,93.52,4.59,3.47,9.27,4.97,5.7,115.19
35,1390,5e-08,1.165429984,0.0,15663.0,3.04,11.2071741,0.72,-9.06,9.96,20,0.53,69120000000.0,3833.0,47666.0,0.94,-7887.0,0.0,1.67,,-1.28,0.77,5.92,0.59,217.65,54.93,127.0,-1.43,18.14,9.57,30000.0,2.01,0.27,4.07,9.96,10.96,9.12,18.47,6.07,1.49,34.99,90.19,11.97,2.3,11.63,-2.76,6.96,-18.81
38,1390,36.36363634,0.43920663,0.0,42388.0,2.31,11.2071741,0.64,213.39,3.19,20,-0.43,114000000000.0,15881.0,63897.0,1.04,9026.0,0.0,1.13,450.0,0.33,0.97,4.32,0.89,182.17,15.69,529.0,0.33,7.18,6.2,30000.0,1.1,0.27,0.33,2.9,3.9,25.66,15.37,10.2,3.82,34.21,74.39,4.41,1.85,7.22,17.33,10.21,-194.51
52,1390,278.886311,0.341429885,0.0,102138.0,9.02,11.2071741,0.89,161.25,44.93,20,-0.51,838000000000.0,66152.0,126984.0,1.2,38599.0,0.0,2.8,2800.0,0.16,0.96,19.87,0.47,134.99,74.22,2756.0,0.16,12.67,26.72,24000.0,9.05,0.9,10.6,3.48,4.48,22.32,13.6,10.94,7.09,61.88,95.36,1.93,2.7,2.57,7.09,11.48,161.25
54,1390,33.94777264,0.650331741,0.0,38597.0,3.81,11.2071741,0.83,33.96,3.11,20,-0.08,549000000000.0,22755.0,54335.0,1.76,93280.0,0.0,1.53,400.0,-0.9,1.32,9.9,0.71,125.53,41.82,273.0,-0.39,40.25,14.64,50000.0,7.68,1.56,4.06,3.11,4.11,24.35,15.4,10.94,6.45,59.23,74.35,4.53,1.7,14.17,10.58,12.37,33.96
55,1390,370.0,0.103079119,0.0,66316.0,1.8,11.2071741,0.86,27.25,18.02,20,27.06,379000000000.0,41161.0,76033.0,1.02,6350.0,0.0,1.37,39.0,23.92,0.7,13.79,0.37,273.27,85.91,648.0,34.45,13.41,15.18,62057.0,5.54,0.93,10.48,3.89,4.89,20.46,18.66,16.27,10.1,26.0,98.11,2.6,1.52,15.23,8.66,14.49,-176.35
56,1390,-6.249999952,-0.13886708,0.0,155629.0,0.84,11.2071741,0.35,-4.97,2.76,20,-0.12,572000000000.0,101769.0,229793.0,0.65,-306426.0,0.0,0.62,30.0,-0.2,0.6,6.38,0.46,3.67,21.15,323.0,0.2,5.62,7.12,315000.0,1.08,0.58,1.38,2.18,3.18,31.42,23.15,15.68,10.25,36.81,78.27,7.51,1.86,31.73,6.07,18.7,-28.29
61,1390,-1.71e-08,0.759388518,0.0,41243.0,7.02,11.2071741,0.91,118.34,14.32,20,-0.32,71330000000.0,11229.0,152428.0,1.11,49099.0,0.0,1.21,230.0,-0.39,1.1,1.91,0.98,109.11,22.9,320.0,-0.39,6.37,3.83,35000.0,1.26,0.1,2.53,10.55,11.55,8.65,21.52,5.82,1.59,-4.77,86.56,15.87,1.45,4.94,7.59,5.13,51.26
62,1390,1.223241624,-0.05006253,0.0,239661.0,1.97,11.2071741,0.59,-9.21,20.13,20,-0.17,993000000000.0,44025.0,389831.0,0.81,-205470.0,0.0,1.0,799.0,-0.73,0.48,9.34,0.29,96.76,56.28,534.0,-0.73,22.59,11.69,82304.0,3.1,0.58,4.22,20.13,21.13,4.73,22.61,13.9,2.55,27.68,96.61,11.36,1.5,4.77,6.08,13.86,-9.21
73,1390,8.475689865,0.282726029,0.0,1360.0,0.6,11.2071741,0.71,-8.65,1.26,20,-1.13,239000000000.0,-2410.0,8955.0,1.43,34066.0,0.0,0.36,,-1.14,0.98,-1.47,0.65,501.75,-2.95,-37.0,-1.14,-99.32,-1.89,65000.0,2.93,4.01,6.35,1.06,2.06,48.48,15.03,2.28,-4.04,9.48,96.25,12.75,0.53,109.09,1.76,7.14,-8.76
94,1390,-36.03603605,0.037620069,0.0,-7530.0,0.94,11.2071741,0.46,187.34,2.73,20,-2.21,65566800000.0,-10166.0,327.0,0.85,-6998.0,0.0,0.66,,-2.0,0.73,-7.61,0.64,190.25,-19.54,-651.0,-2.0,-6.46,-11.45,15600.0,2.01,1.05,5.3,2.73,3.73,26.8,0.52,-12.09,-16.32,-18.07,85.82,13.7,1.47,25.04,3.62,-11.56,123.88
96,1390,74.137931,0.840482702,0.0,25771.0,2.96,11.2071741,0.39,-11.95,4.05,20,0.71,116000000000.0,20666.0,33315.0,0.66,-49642.0,0.0,0.67,500.0,0.98,0.53,7.64,0.48,243.33,34.95,826.0,0.98,5.6,15.65,25000.0,1.81,0.64,22.72,3.35,4.35,22.98,18.48,14.29,11.46,14.66,71.82,4.18,2.11,13.87,27.75,15.61,-35.32
107,1390,64.00000002,0.303421351,0.78,416600.0,1.81,11.2071741,0.56,4.53,5.28,20,-0.3,1640000000000.0,104896.0,564808.0,0.73,-524618.0,0.0,1.11,126.0,-0.32,0.65,4.26,0.41,193.57,21.9,419.0,-0.32,15.66,4.83,250000.0,3.17,0.6,6.87,4.05,5.05,19.81,20.62,15.21,3.83,10.3,94.07,4.35,1.92,9.13,2.76,15.3,-17.88
108,1390,5.263157876,0.584794617,0.54,1547361.0,6.49,11.2071741,0.6,160.3,4.87,20,-0.35,7010000000000.0,1031206.0,1748061.0,1.44,984814.0,0.0,1.23,1300.0,-0.46,0.89,18.02,0.5,128.86,59.44,1718.0,-0.19,6.8,17.17,600000.0,3.71,0.99,4.9,3.12,4.12,24.27,24.9,22.04,14.69,27.43,71.78,3.72,1.65,8.48,11.86,23.33,137.04
112,1390,46.34146338,0.001583286,0.57,154651.0,1.03,11.2071741,0.51,177.81,1.72,20,-0.18,611000000000.0,123027.0,171280.0,1.7,68919.0,0.0,0.96,1750.0,-0.04,1.47,31.68,1.07,120.56,44.0,1757.0,-0.04,4.97,41.2,70000.0,1.72,1.64,15.0,0.34,1.34,74.71,46.06,41.59,33.08,13.73,82.22,4.39,2.22,18.82,43.89,43.15,175.02
115,1390,-7.14285714,0.226269759,0.65,11994.0,3.0,11.2071741,0.71,132.98,2.15,20,-0.32,55896750000.0,7233.0,38609.0,1.15,11166.0,0.0,1.52,150.0,-11.55,1.05,6.27,0.93,202.83,20.29,306.0,-11.3,7.73,10.45,23625.0,1.47,0.32,2.9,2.14,3.14,31.87,21.96,6.82,4.11,-38.77,95.26,12.93,2.11,13.44,7.36,7.79,114.13
116,1390,33.89830516,1.014255824,0.6,5772422.0,1.47,11.2071741,0.71,183.87,1.96,20,0.21,20400000000000.0,5821501.0,5332548.0,2.75,4357502.0,0.0,0.95,5200.0,1.5,2.53,72.89,2.27,103.21,109.61,5821.0,1.5,3.51,80.06,1000000.0,3.06,2.68,35.37,0.44,1.44,69.33,70.14,75.93,76.58,105.44,84.55,7.92,1.11,13.15,39.56,81.88,181.78
118,1390,47.10144923,1.21491838,0.81,1636335.0,1.68,11.2071741,0.65,-9.56,5.01,20,-0.1,7150000000000.0,1429804.0,2458014.0,0.82,-1134414.0,0.0,1.3,1100.0,0.63,0.72,14.42,0.6,104.89,42.89,1191.0,0.63,5.0,33.63,1200000.0,1.95,0.55,15.44,1.76,2.76,36.18,19.03,12.67,11.07,49.49,95.19,8.36,2.57,9.29,22.84,14.43,-97.82
119,1390,-20.00000001,0.367670604,0.74,40838.0,5.03,11.2071741,0.84,98.39,3.61,20,-0.58,57543192000.0,24992.0,77234.0,1.19,28009.0,0.0,1.54,249.0,-0.12,1.09,10.31,0.87,195.11,44.66,1058.0,-0.12,2.3,15.06,23622.0,0.93,0.15,4.06,3.51,4.51,22.18,20.75,10.97,6.71,52.81,86.24,9.86,1.73,6.35,6.69,11.59,95.27
129,1390,43.03030299,0.775988225,0.78,66427.0,3.18,11.2071741,0.87,78.91,4.57,20,0.05,159000000000.0,34486.0,81583.0,1.19,50854.0,0.0,0.91,900.0,0.11,0.94,9.72,0.75,309.73,37.28,985.0,0.11,4.6,9.83,35000.0,1.08,0.49,7.49,1.85,2.85,35.1,25.25,20.56,10.67,17.97,91.82,4.79,1.09,10.83,-36.51,21.61,77.23
131,1390,-16.87763714,0.362163056,0.0,329297.0,3.29,11.2071741,0.74,84.46,2.06,20,0.06,1330000000000.0,240285.0,391548.0,1.41,303496.0,0.0,0.75,500.0,0.03,1.32,16.08,1.19,480.3,33.73,635.0,0.03,5.54,20.71,378000.0,1.78,1.12,3.53,1.02,2.02,49.57,35.12,29.54,21.56,-3.51,96.65,5.42,1.15,31.78,10.79,30.48,84.07
132,1390,32.79569894,0.180532752,0.0,204662.0,4.23,11.2071741,0.86,138.69,5.41,20,-0.01,718000000000.0,104883.0,242308.0,1.12,86646.0,0.0,0.89,1125.0,-0.07,1.0,12.94,0.84,452.51,53.66,1311.0,0.24,6.85,14.29,80000.0,3.21,1.0,3.72,3.15,4.15,24.08,33.65,28.42,14.57,28.44,98.53,6.57,0.92,11.11,10.81,27.54,137.76
133,1390,-29.73913046,0.35688051,0.0,129785.0,2.11,11.2071741,0.78,47.16,2.55,20,-0.42,533000000000.0,32571.0,170816.0,1.15,106265.0,0.0,0.53,81.0,-0.72,0.8,4.17,0.75,918.41,12.3,135.0,-0.72,16.45,5.87,240000.0,1.64,1.01,2.72,2.55,3.55,28.2,32.5,24.7,6.2,16.66,98.31,9.07,0.71,45.67,22.67,25.67,46.43
134,1390,11.2385321,0.69288334,0.0,222284.0,7.42,11.2071741,0.88,90.33,2.83,20,0.07,1160000000000.0,215100.0,317931.0,1.45,273855.0,0.0,0.87,1700.0,-0.55,0.95,25.26,0.84,251.0,61.59,2098.0,0.13,5.37,29.61,102500.0,2.9,1.55,3.22,1.58,2.58,38.71,42.71,29.86,28.9,45.14,96.56,12.51,0.84,13.77,-8.55,40.18,90.84
135,1390,-0.576923159,0.36736686,0.0,97491.0,1.12,11.2071741,0.52,-6.23,4.38,20,-0.5,309000000000.0,42724.0,113211.0,0.74,-167150.0,0.0,0.57,650.0,-0.14,0.61,5.07,0.53,472.45,23.44,569.0,-0.14,7.25,8.41,75000.0,1.69,0.64,7.07,3.76,4.76,20.99,23.37,20.12,8.82,38.43,84.65,3.25,1.22,15.48,44.54,21.44,-25.57
137,1390,24.67903001,0.097099066,0.0,288671.0,4.48,11.2071741,0.76,169.57,2.69,20,0.09,1490000000000.0,206237.0,324427.0,1.3,144301.0,0.0,1.04,1350.0,0.31,1.21,24.23,1.03,283.89,58.63,1909.0,0.31,7.2,33.97,108000.0,3.81,1.68,11.18,1.33,2.33,42.91,36.59,32.56,23.26,23.04,91.72,5.18,1.43,12.18,16.53,31.8,169.57
139,1390,0.956937748,0.973221168,0.0,-66.0,4.29,11.2071741,0.76,96.13,2.0,20,1.42,437000000000.0,94357.0,12660.0,1.53,170225.0,0.0,0.64,120.0,1.11,1.27,19.79,1.08,241.86,42.81,524.0,1.11,4.64,21.86,180000.0,1.36,1.13,2.41,1.24,2.24,44.71,3.27,-0.02,24.38,30.96,97.75,3.34,0.8,46.51,-10.36,34.21,87.28
141,1390,-13.09523805,0.423217665,,113337.0,,11.2071741,,,,20,,316000000000.0,63415.0,143354.0,,,,,1650.0,0.16,,,,,,1791.0,0.16,4.98,,35400.0,2.33,0.69,11.16,3.04,4.04,24.78,31.54,24.93,13.95,23.57,98.92,5.15,0.91,7.79,19.35,25.02,63.19
143,1390,20.91254756,-0.049145902,0.0,232661.0,6.23,11.2071741,0.9,75.18,2.8,20,-0.21,1030000000000.0,193623.0,252501.0,1.96,277809.0,0.0,0.64,2600.0,0.0,1.33,28.28,1.4,461.82,60.76,2766.0,0.0,5.32,36.73,70000.0,3.07,1.77,1.66,1.28,2.28,43.78,57.35,52.84,43.98,26.33,97.0,4.89,0.87,12.05,9.82,53.7,75.01
145,1390,-16.66666667,0.090975411,0.0,90605.0,5.61,11.2071741,0.82,51.74,1.6,20,0.31,267000000000.0,56699.0,108154.0,1.5,116691.0,0.0,0.83,250.0,0.51,1.2,15.03,1.03,341.2,35.12,566.0,0.51,4.72,15.68,100000.0,1.53,0.86,7.25,1.46,2.46,40.59,34.66,29.04,18.17,24.24,91.95,5.58,0.89,32.05,4.51,30.17,51.74
146,1390,19.13043482,0.293424114,0.0,229048.0,3.64,11.2071741,0.8,87.89,1.52,20,0.02,1260000000000.0,174059.0,246407.0,2.19,231181.0,0.0,1.08,1600.0,-0.39,1.11,38.12,0.97,177.28,61.62,1740.0,0.16,7.25,44.54,100000.0,3.96,2.56,3.89,0.66,1.66,60.13,50.11,46.58,35.4,16.46,92.22,4.57,1.15,20.34,23.9,46.76,89.85
147,1390,-4.032284102,0.160047421,0.0,266449.0,3.53,11.2071741,0.81,69.06,2.14,20,0.08,1340000000000.0,189703.0,322336.0,1.69,299877.0,0.0,0.85,1250.0,-0.06,1.49,22.6,1.34,493.45,49.99,1517.0,0.18,7.07,26.31,125000.0,3.17,1.88,0.58,1.19,2.19,45.62,45.07,37.26,26.53,13.34,85.97,6.47,0.97,17.48,17.21,37.35,68.98
151,1390,4.407713545,-0.024882402,0.0,308095.0,6.16,11.2071741,0.9,75.36,6.07,20,-0.05,1130000000000.0,135467.0,402841.0,1.11,171605.0,0.0,1.01,1000.0,-0.26,1.02,8.02,0.9,659.47,41.87,903.0,-0.26,8.35,13.88,150000.0,3.47,0.63,1.41,5.13,6.13,16.3,22.58,17.27,7.59,21.02,97.77,5.45,1.04,8.41,18.67,16.91,72.37
152,1390,1.257861606,0.080077123,0.0,231283.0,3.86,11.2071741,0.82,178.41,4.72,20,-0.17,1120000000000.0,170879.0,294966.0,1.15,85004.0,0.0,1.18,2000.0,-0.01,1.02,20.22,0.76,358.77,61.89,2135.0,-0.01,6.56,41.36,80000.0,4.06,1.12,1.75,2.11,3.11,32.11,29.48,23.11,17.08,12.42,97.39,3.75,1.53,8.0,25.81,24.18,178.41
155,1390,-1.953125008,0.049508419,,405857.0,,11.2071741,,,,20,,1320000000000.0,239042.0,460900.0,,,,,1000.0,0.18,,,,,,1195.0,0.18,5.53,,200000.0,2.83,1.05,2.12,3.21,4.21,23.73,36.81,32.41,19.09,13.69,93.44,4.63,0.8,15.97,10.01,32.85,132.17
156,1390,25.72463768,0.013475237,0.0,242702.0,3.02,11.2071741,0.8,137.13,3.85,20,0.23,1060000000000.0,215853.0,260320.0,1.52,234681.0,0.0,0.87,1400.0,0.75,1.17,29.28,0.9,339.39,72.15,3597.0,0.75,2.46,42.23,120000.0,2.75,1.65,9.14,1.21,2.21,45.29,40.47,37.73,33.56,42.21,96.72,4.52,0.94,9.33,19.09,38.42,133.95
157,1390,-15.15151514,0.064380787,0.0,61982.0,4.33,11.2071741,0.82,209.62,4.62,20,0.13,164000000000.0,39501.0,77098.0,1.34,73316.0,0.0,1.05,800.0,0.37,1.19,12.17,0.82,629.04,50.57,1128.0,0.37,4.16,17.84,35000.0,1.87,0.48,1.49,3.05,4.05,24.69,22.66,18.22,11.61,21.13,81.2,3.18,1.17,10.29,11.22,19.15,93.09
159,1390,8.796296253,0.005734797,0.0,45738.0,1.13,11.2071741,0.59,81.05,0.65,20,1.29,371000000000.0,56661.0,61435.0,1.82,90278.0,0.0,0.64,125.0,0.8,1.24,16.18,1.13,432.1,26.28,728.0,0.8,6.55,15.2,77760.0,1.52,1.66,4.95,0.65,1.65,60.46,27.5,20.47,25.36,19.93,95.01,5.69,1.02,34.81,14.0,35.05,80.85
168,1390,-21.08183084,1.173824902,0.64,15497.0,3.17,11.2071741,0.57,132.75,2.22,20,-8.47,228000000000.0,-25365.0,50559.0,0.96,-22331.0,0.0,0.49,,-0.18,0.83,-1.06,0.66,222.37,-3.0,-101.0,-0.18,-9.01,-1.44,250000.0,0.7,0.48,2.81,2.22,3.22,31.06,10.72,3.29,-5.38,24.61,92.49,3.85,0.87,53.0,15.71,4.61,54.24
169,1390,11.26760564,0.204557218,0.81,38833.0,1.84,11.2071741,0.58,-0.52,6.14,20,-0.45,103000000000.0,1109.0,51728.0,0.78,-34825.0,0.0,1.7,,-0.72,0.7,0.4,0.4,79.94,2.28,18.0,-0.72,95.28,0.56,60000.0,1.86,0.22,16.03,4.86,5.86,17.06,11.03,8.28,0.24,26.37,69.23,2.14,3.71,12.79,15.65,7.42,-1.69
175,1390,-28.57142856,0.204361927,0.0,-76659.0,3.42,11.2071741,0.75,356.1,22.42,20,0.52,143000000000.0,-161043.0,-38937.0,0.89,-86981.0,0.0,1.25,,0.27,0.65,-4.68,0.46,447.33,0.0,-1124.0,0.71,-0.89,-6.59,143234.0,3.04,0.13,6.62,-9.66,-8.66,-11.55,-3.47,-6.84,-14.37,12.42,78.0,3.87,1.79,12.78,1.79,-4.11,298.78
178,1390,4.424778757,0.17151159,0.0,497041.0,1.94,11.2071741,0.62,104.19,2.52,20,-0.61,884000000000.0,254308.0,674626.0,1.57,787518.0,0.0,1.17,250.0,0.38,1.35,7.66,0.72,113.13,25.89,381.0,0.38,3.48,10.12,666500.0,0.85,0.23,12.31,2.39,3.39,29.5,17.3,12.75,6.52,28.46,56.03,2.86,1.79,17.09,17.93,11.93,55.43
179,1390,1.915708818,0.894967273,0.0,112234.0,5.67,11.2071741,0.84,115.82,6.99,20,-0.27,324000000000.0,67246.0,153734.0,1.1,55185.0,0.0,1.37,1100.0,-0.32,0.93,10.43,0.69,273.88,43.95,1681.0,-0.32,3.21,19.13,60000.0,2.13,0.37,3.8,3.62,4.62,21.66,17.37,12.68,7.6,21.88,95.87,4.69,1.57,4.52,4.73,13.17,115.82
182,1390,-15.61712842,1.628929139,0.0,27594.0,5.65,11.2071741,0.85,-5.03,1.24,20,-0.42,189000000000.0,20462.0,41468.0,2.05,-90755.0,0.0,0.56,100.0,0.15,1.76,7.82,0.88,291.41,14.97,292.0,0.15,4.62,12.34,140000.0,1.21,1.28,24.21,0.74,1.74,57.33,28.11,18.7,13.87,14.96,97.04,7.04,0.64,47.44,12.53,18.83,-19.02
186,1390,29.1754757,-0.08493171,0.0,30481.0,5.0,11.2071741,0.64,48.34,4.2,20,-0.45,560000000000.0,8612.0,94091.0,1.67,186899.0,0.0,1.93,2.0,-0.4,1.6,2.09,1.0,5.83,5.4,88.0,-0.39,16.4,2.51,388000.0,1.35,0.4,13.03,1.12,2.12,47.23,6.74,2.18,0.62,10.9,74.61,4.08,3.09,6.94,10.7,2.21,48.34
187,1390,13.45029239,0.32829255,0.0,11310.0,1.94,11.2071741,0.59,52.12,1.25,20,0.37,42602000000.0,7347.0,15931.0,1.42,16234.0,0.0,1.03,150.0,0.11,1.23,7.42,0.75,280.6,14.29,216.0,0.37,5.8,8.73,34000.0,0.79,0.42,18.9,0.84,1.84,54.46,15.65,11.11,7.22,-0.06,86.61,5.32,1.85,33.41,18.07,12.88,52.12
192,1390,13.92405061,-0.339292667,0.0,31365.0,0.89,11.2071741,0.54,60.82,1.92,20,0.04,108000000000.0,19804.0,47409.0,1.34,44868.0,0.0,0.79,290.0,0.46,1.15,6.08,0.81,289.85,16.55,294.0,0.46,5.46,8.04,67140.0,0.89,0.42,15.85,1.66,2.66,37.64,18.54,12.26,7.74,34.21,62.9,6.62,1.58,26.25,9.52,12.62,59.97
193,1390,-18.22660103,0.023228331,0.0,7861.0,1.75,11.2071741,0.65,14.45,4.96,20,-0.59,117000000000.0,-7128.0,27276.0,0.92,-21628.0,0.0,0.51,,-1.73,0.56,0.87,0.52,243.98,3.79,-95.0,-1.73,-16.49,1.41,74844.0,0.3,0.43,0.36,1.15,2.15,46.61,9.9,2.85,-2.59,12.62,74.65,6.8,1.17,27.15,12.68,2.61,15.59
196,1390,-2.622950813,-0.007715272,0.0,5400.0,1.54,11.2071741,0.79,2.21,2.64,20,-0.67,76580000000.0,1037.0,20083.0,1.37,56728.0,0.0,0.87,24.0,-0.87,1.11,0.47,0.97,241.47,1.48,14.0,-0.86,78.14,0.73,70000.0,0.94,0.33,22.29,2.51,3.51,28.49,8.74,2.35,0.45,-2.59,81.04,6.93,1.04,30.48,6.73,4.01,1.8
200,1390,9.374999971,0.79287446,0.0,76186.0,4.7,11.2071741,0.9,41.75,2.37,20,-0.13,225000000000.0,57673.0,102414.0,1.58,120486.0,0.0,1.01,750.0,-0.06,0.79,14.93,0.81,199.5,39.1,848.0,-0.06,3.91,29.98,68000.0,1.52,0.58,6.15,1.8,2.8,35.68,26.37,19.62,14.85,12.26,90.73,8.59,1.08,17.51,15.58,19.97,41.75
204,1390,-17.83783781,0.870878392,0.0,41.0,1.79,11.2071741,0.71,18.3,1.39,20,0.62,103000000000.0,22274.0,45386.0,2.42,214625.0,0.0,0.73,,-2.48,1.16,4.08,1.07,200.17,9.05,222.0,-2.48,4.63,5.49,100000.0,0.38,0.26,5.55,1.39,2.39,41.92,11.43,0.01,5.61,6.15,84.61,9.63,0.96,25.18,-0.46,10.2,17.44
