CompanyId,PersianYear,Return,Beta,Debt_to_total_assets_ratio,Operating_profit_to_sale,Fixed_asset_turnover,Return_from_market,Current_assets_ratio,Working_capital_return,Longterm_debt_to_equity_ratio,Return_ratio_without_risk,Profit_margin_growth_rate,Stock_market_value,Net_profit_to_sale,Net_profit_to_Gross_profit,Current_ratio,Net_working_capital,Operating_assets_Ratio,Total_asset_turnover,DPS,EPS_growth,Liquidity_ratios,ROA,Quick_Ratio,Average_payment_period,ROE,EPS,Total_income_growth,P_to_E,ROI,Capital,P_to_B,P_to_S,Cash_to_total_assets_ratio,Debt_to_equity_ratio,Equity_Ratio,DuPont_Ratio,Gross_profit_margin,Operating_profit_margin,Net_profit_margin,Sales_growth_rate,Current_debt_to_total_debt_Ratio,Cost_to_sales_ratio,Sale_to_current_assets,Operating_cash_flow_to_sales,Cash_flow_returns_to_sales,Profit_margin_before_interest_and_taxes,Net_return_on_working_capital
52,1392,109.6755834,0.435263367,0.0,208078.0,5.1,107.7122458,0.75,173.7,2.31,20,0.24,1390000000000.0,140035.0,248046.0,1.15,87484.0,0.0,2.05,700.0,-0.87,0.91,17.21,0.34,70.29,42.02,491.0,0.1,14.47,21.7,195000.0,4.04,0.83,3.83,1.78,2.78,36.03,14.91,12.51,8.42,35.2,96.66,2.04,2.46,11.72,2.93,13.69,173.7
54,1392,51.59151192,0.901598579,0.0,5793.0,8.69,107.7122458,0.85,62.21,4.85,20,0.06,613000000000.0,-24213.0,41556.0,1.46,81068.0,0.0,3.37,299.0,-1.57,1.02,7.88,0.72,183.13,29.03,-365.0,-1.53,-16.69,12.04,100692.0,4.23,0.46,8.64,4.85,5.85,17.08,3.15,0.44,-1.83,155.92,86.33,2.77,4.19,7.63,1.73,0.85,-60.79
55,1392,81.29032252,0.572007867,0.0,115459.0,3.85,107.7122458,0.87,75.22,4.38,20,1.29,723000000000.0,64922.0,131081.0,1.37,102114.0,0.0,1.54,369.0,0.47,1.03,8.7,0.71,68.87,30.91,291.0,3.06,15.06,11.06,165098.0,3.08,0.53,1.9,4.38,5.38,18.6,9.61,8.47,4.76,98.71,96.52,1.25,1.25,12.1,-6.31,8.44,75.22
56,1392,227.6315791,1.196133713,0.0,635076.0,2.43,107.7122458,0.53,1977.86,1.55,20,0.14,3040000000000.0,433811.0,759890.0,1.33,302158.0,0.0,1.26,150.0,0.32,1.29,20.46,0.99,2.82,44.8,1032.0,0.76,7.0,23.26,420000.0,2.59,1.14,1.25,0.97,1.97,50.74,28.51,23.83,16.28,54.54,79.57,5.21,2.21,15.76,15.39,23.52,337.91
61,1392,285.7142857,0.104382451,0.0,69517.0,9.06,107.7122458,0.91,153.5,11.25,20,0.43,254000000000.0,36167.0,239642.0,1.06,25036.0,0.0,1.7,800.0,1.03,1.04,6.07,0.88,9.78,53.03,1033.0,1.03,7.03,12.21,35000.0,3.24,0.25,2.16,7.74,8.74,11.44,23.7,6.87,3.58,41.76,98.16,16.87,1.63,3.46,7.68,7.15,153.5
62,1392,150.4278076,0.211489043,0.0,576324.0,2.64,107.7122458,0.57,-8.05,7.55,20,0.59,2110000000000.0,218228.0,968034.0,0.73,-577559.0,0.0,1.11,1199.0,-0.17,0.58,7.87,0.37,87.61,73.39,1325.0,0.66,9.67,9.31,164608.0,5.36,0.69,3.72,6.82,7.82,12.78,31.59,18.81,7.12,30.13,87.43,13.64,1.88,5.37,14.77,17.83,-30.16
73,1392,419.4087403,0.218842077,0.0,22261.0,1.14,107.7122458,0.78,160.15,0.38,20,49.18,1130000000000.0,128066.0,32810.0,4.07,135319.0,0.0,0.57,1500.0,9.15,0.0,63.26,1.59,799.95,87.98,1970.0,9.11,8.85,58.56,65000.0,5.67,9.88,0.75,0.24,1.24,80.35,28.6,19.4,111.63,31.54,95.39,9.2,0.72,56.66,-58.33,118.07,161.58
94,1392,17.82178223,0.371275029,0.0,-3458.0,1.03,107.7122458,0.51,18.76,0.76,20,-0.21,279000000000.0,209.0,6071.0,1.94,20048.0,0.0,0.7,4.0,-0.99,1.64,2.58,1.17,10.2,4.51,4.0,-0.98,1392.5,3.24,50000.0,4.84,4.63,18.6,0.5,1.5,66.6,10.08,-5.74,0.35,-43.49,63.15,16.32,1.73,83.04,-22.75,1.06,1.94
96,1392,760.7476636,0.164124197,0.0,87236.0,6.4,107.7122458,0.45,-11.84,3.58,20,0.22,890000000000.0,69001.0,110115.0,0.76,-58454.0,0.0,1.04,1700.0,2.51,0.68,18.55,0.47,71.69,71.92,2760.0,2.5,12.89,47.67,25000.0,7.22,2.3,12.13,2.47,3.47,28.81,28.41,22.51,17.8,70.12,93.67,5.9,1.99,6.45,4.32,23.7,-77.27
107,1392,512.4999998,1.126819087,0.61,1759695.0,4.07,107.7122458,0.78,166.62,5.74,20,1.38,10300000000000.0,1001502.0,2208535.0,1.62,1487888.0,0.0,1.64,3500.0,2.23,1.47,24.7,1.01,47.6,88.11,4006.0,2.22,10.32,22.02,250000.0,6.85,1.54,31.87,2.5,3.5,28.59,33.27,26.51,15.09,75.35,67.57,6.01,1.68,3.73,6.95,29.06,162.83
108,1392,245.4545454,0.648760139,0.53,6229937.0,11.12,107.7122458,0.75,313.84,2.2,20,0.8,25500000000000.0,4777463.0,6655075.0,1.54,3203388.0,0.0,1.27,5000.0,0.7,1.08,34.94,0.45,30.34,111.62,4976.0,1.73,8.55,37.02,960000.0,4.35,1.46,3.61,2.2,3.2,31.21,38.18,35.74,27.41,83.42,67.13,2.68,1.63,5.51,9.65,37.69,313.81
112,1392,236.4485982,0.079459813,0.52,498216.0,1.72,107.7122458,0.62,195.84,1.29,20,0.32,2510000000000.0,440416.0,525792.0,2.76,346257.0,0.0,1.11,2000.0,-0.32,2.48,60.05,2.04,22.84,80.19,2097.0,1.04,5.7,62.53,210000.0,3.83,3.09,63.93,0.35,1.35,74.18,64.81,61.41,54.28,54.9,86.52,3.37,1.49,25.88,56.53,68.49,193.94
115,1392,129.6296296,0.830367096,0.68,6307.0,5.74,107.7122458,0.83,62.9,2.6,20,-0.17,250000000000.0,5860.0,42180.0,1.27,28623.0,0.0,2.35,169.0,-0.49,1.19,8.99,0.95,147.66,28.41,248.0,-0.49,42.65,12.6,23625.0,4.57,0.69,4.03,2.6,3.6,27.81,11.71,1.75,1.63,59.74,94.43,8.75,2.84,6.56,-4.92,4.0,32.71
116,1392,146.4900662,0.811389888,0.77,7723993.0,2.43,107.7122458,0.8,143.87,3.93,20,-0.19,36500000000000.0,9069546.0,9378339.0,2.61,6927828.0,0.0,1.04,7800.0,0.33,2.39,66.25,2.08,187.03,100.23,9069.0,0.33,4.03,84.44,1000000.0,3.71,2.55,37.75,0.5,1.5,66.84,65.58,54.01,63.42,41.17,88.07,13.06,1.27,6.99,43.17,64.95,136.05
118,1392,362.2149838,1.421006833,0.74,6280252.0,3.48,107.7122458,0.7,272.99,3.37,20,0.1,32200000000000.0,6041862.0,6733459.0,1.42,3769914.0,0.0,1.68,5000.0,0.5,1.25,34.76,0.72,118.42,79.52,5034.0,0.5,5.33,62.24,1200000.0,3.65,1.08,14.55,1.09,2.09,47.78,23.12,21.57,20.75,35.94,93.91,5.79,2.33,4.02,11.04,22.8,223.93
119,1392,366.6666665,0.544029103,0.77,62704.0,3.36,107.7122458,0.7,-17.43,6.57,20,-0.29,542000000000.0,25860.0,108522.0,0.98,-4536.0,0.0,1.47,88.0,0.03,0.95,5.59,0.65,109.98,28.44,1094.0,0.03,6.2,7.45,80000.0,5.21,0.8,4.33,3.71,4.71,21.25,15.96,9.22,3.8,43.8,78.01,4.77,2.29,3.47,3.95,9.6,-298.63
129,1392,124.8502994,1.01448759,0.82,108623.0,7.33,107.7122458,0.89,91.47,5.95,20,-0.19,333000000000.0,49149.0,133258.0,1.13,54576.0,0.0,1.21,1400.0,-0.03,0.97,10.18,0.74,153.47,49.23,1404.0,-0.03,6.78,12.04,35000.0,3.28,0.57,0.76,4.45,5.45,18.36,22.73,18.53,8.38,23.29,96.13,3.68,1.2,5.97,-3.47,19.31,91.47
131,1392,359.5238096,0.515675031,0.0,854026.0,4.33,107.7122458,0.81,102.65,1.37,20,0.46,3850000000000.0,648905.0,916178.0,1.83,885977.0,0.0,0.8,1200.0,1.6,1.6,32.43,1.12,374.39,61.43,1716.0,1.6,5.94,35.22,378000.0,2.95,2.09,0.43,0.84,1.84,54.42,57.1,53.23,40.44,78.45,97.32,3.68,0.94,20.55,2.99,53.52,102.65
132,1392,269.3277309,0.194520406,0.0,513682.0,4.64,107.7122458,0.88,185.41,5.41,20,0.61,1890000000000.0,289883.0,577831.0,1.26,259834.0,0.0,0.98,2500.0,1.68,1.09,23.3,0.75,526.34,92.51,3623.0,1.68,6.53,24.74,80000.0,4.59,1.56,2.48,2.46,3.46,28.91,47.5,42.22,23.83,66.46,98.6,5.39,0.97,6.58,12.21,42.35,170.95
133,1392,612.2881356,5.923749358,0.0,437548.0,3.57,107.7122458,0.8,180.6,2.63,20,2.35,2000000000000.0,325635.0,504660.0,1.56,325444.0,0.0,0.88,900.0,5.65,1.19,30.81,0.95,468.18,76.89,1356.0,5.63,6.14,36.8,240000.0,3.52,2.15,8.69,1.04,2.04,48.96,54.44,47.2,35.13,94.54,97.28,7.31,1.03,25.89,36.38,52.74,163.8
134,1392,336.990596,0.208571937,0.0,776977.0,11.01,107.7122458,0.94,104.9,2.63,20,-0.06,4760000000000.0,593067.0,873588.0,1.57,758147.0,0.0,0.9,2000.0,-0.03,1.1,32.44,0.96,349.96,87.43,2893.0,0.94,8.03,34.37,205000.0,5.52,2.9,3.67,1.57,2.57,38.85,53.27,47.38,36.17,61.81,97.48,6.41,0.79,12.5,1.41,54.47,101.82
135,1392,205.8224164,0.728234446,0.0,90661.0,0.88,107.7122458,0.6,583.94,3.73,20,1.01,1500000000000.0,84620.0,147114.0,1.29,158136.0,0.0,0.46,160.0,-0.39,1.06,6.84,0.69,347.84,28.74,376.0,0.83,17.69,12.33,225000.0,3.55,2.51,10.74,3.05,4.05,24.72,24.69,15.22,14.2,24.26,50.17,3.92,0.84,37.76,-7.19,18.16,-199.21
137,1392,221.9638242,0.878438956,0.0,614645.0,3.6,107.7122458,0.73,167.98,1.88,20,0.06,3310000000000.0,438298.0,692769.0,1.4,353530.0,0.0,0.93,1200.0,0.77,1.23,31.42,0.93,467.1,68.94,4058.0,0.77,7.56,37.97,250000.0,4.25,2.56,1.83,1.17,2.17,46.03,53.55,47.51,33.88,57.31,97.16,9.57,1.04,8.35,7.59,47.25,167.98
139,1392,268.9393941,0.886843102,0.0,141765.0,3.79,107.7122458,0.77,73.19,1.31,20,2.9,916000000000.0,114709.0,161467.0,1.46,183262.0,0.0,0.71,65.0,4.54,1.2,16.3,0.96,535.84,34.03,637.0,4.54,7.99,16.76,180000.0,2.39,1.82,4.18,1.09,2.09,47.79,32.13,28.21,22.82,45.05,97.17,3.98,0.85,35.82,0.91,38.47,73.08
141,1392,223.4636871,0.174685886,0.0,237270.0,3.43,107.7122458,0.78,503.5,6.77,20,-0.32,877000000000.0,102897.0,278967.0,1.06,41802.0,0.0,0.82,1100.0,-0.47,0.97,11.41,0.7,410.11,57.02,1453.0,0.06,8.53,12.58,70800.0,4.66,1.18,4.36,4.04,5.04,19.84,37.54,31.93,13.85,44.89,90.93,4.99,1.01,9.53,14.96,32.18,484.44
143,1392,215.6498675,0.381379278,0.0,571412.0,6.38,107.7122458,0.89,118.17,2.59,20,0.62,2770000000000.0,444768.0,610976.0,1.82,456659.0,0.0,0.63,5200.0,0.9,1.43,38.94,1.31,342.78,89.65,6353.0,0.9,6.24,38.79,70000.0,4.48,2.79,14.58,1.34,2.34,42.75,84.84,79.35,61.76,17.04,97.84,5.91,0.78,7.04,15.7,81.07,117.43
145,1392,444.736842,0.03939981,0.0,317369.0,6.63,107.7122458,0.89,101.26,1.64,20,0.66,1320000000000.0,215050.0,337842.0,1.64,290232.0,0.0,0.92,1000.0,2.15,1.3,27.73,0.99,311.49,69.27,2150.0,2.15,6.12,25.13,100000.0,3.27,1.86,6.76,1.53,2.53,39.6,47.6,44.72,30.3,91.06,95.1,4.36,0.83,14.09,2.02,45.8,101.26
146,1392,200.8985879,0.163837905,,626705.0,,107.7122458,,,,20,,3580000000000.0,468315.0,655563.0,,,,,2100.0,-0.04,,,,,,2341.0,0.92,7.65,,200000.0,4.7,3.1,20.68,0.86,1.86,53.73,56.86,54.36,40.62,72.97,65.22,3.81,0.96,17.35,22.03,55.49,88.84
147,1392,309.7222222,0.729424537,0.0,751984.0,6.46,107.7122458,0.89,89.54,2.1,20,0.49,3770000000000.0,562067.0,820481.0,2.2,837880.0,0.0,1.1,1900.0,0.89,1.85,37.2,1.42,412.48,71.89,2248.0,1.36,6.7,41.0,250000.0,3.83,2.26,4.41,0.77,1.77,56.55,49.24,45.13,33.73,78.25,92.81,4.08,1.08,15.0,17.57,47.16,89.95
151,1392,354.6546545,0.350814523,0.0,847460.0,11.07,107.7122458,0.93,145.05,7.78,20,0.27,3440000000000.0,382633.0,1147686.0,1.14,367181.0,0.0,1.24,1500.0,1.19,1.06,13.32,0.78,423.37,82.32,2550.0,1.19,9.0,13.75,150000.0,5.78,0.97,1.49,5.02,6.02,16.62,32.36,23.89,10.79,86.96,99.59,4.62,1.06,4.23,-13.6,24.38,140.28
152,1392,273.4265733,0.272988769,0.0,950441.0,6.01,107.7122458,0.88,248.81,10.5,20,0.42,2670000000000.0,555370.0,1045205.0,1.2,398158.0,0.0,1.03,5500.0,1.59,1.0,27.85,0.57,900.9,107.79,6942.0,1.59,4.82,25.23,80000.0,3.82,1.3,1.83,2.88,3.88,25.78,50.81,46.2,27.0,88.94,99.25,3.27,0.86,3.89,-15.64,46.46,214.62
155,1392,332.4815671,0.64380958,0.0,1260284.0,3.86,107.7122458,0.83,433.01,7.58,20,0.5,4000000000000.0,609941.0,1323403.0,1.12,362832.0,0.0,0.89,1100.0,1.29,0.87,17.61,0.63,537.63,81.46,3049.0,1.29,3.28,17.09,400000.0,4.0,1.3,3.22,3.22,4.22,23.72,42.98,40.93,19.81,80.22,95.65,2.63,0.9,6.5,2.18,41.12,280.69
156,1392,111.2727274,0.179520473,0.0,510423.0,4.34,107.7122458,0.87,86.4,2.56,20,-0.17,2590000000000.0,401256.0,550423.0,1.82,516425.0,0.0,0.94,3000.0,0.14,1.21,32.42,0.88,454.65,64.21,3343.0,0.14,6.46,50.0,120000.0,3.8,2.22,10.84,0.96,1.96,51.05,47.17,43.75,34.39,36.78,95.95,3.96,1.02,10.28,63.87,44.5,86.07
157,1392,275.3554504,-0.381362823,0.0,177876.0,6.12,107.7122458,0.88,75.17,2.73,20,0.58,712000000000.0,92361.0,201577.0,4.18,413551.0,0.0,1.06,940.0,-0.04,1.11,14.98,1.32,263.45,46.86,1086.0,1.34,7.71,17.22,85000.0,3.14,1.09,4.19,2.02,3.02,33.1,30.97,27.33,14.19,30.02,97.1,3.71,1.1,13.06,9.81,27.86,75.17
159,1392,147.8319784,0.490593965,0.0,187124.0,1.47,107.7122458,0.62,98.25,0.99,20,0.67,1040000000000.0,110507.0,208429.0,1.71,164310.0,0.0,0.79,50.0,2.75,1.49,19.22,1.08,327.32,36.85,473.0,2.75,9.45,18.69,233280.0,3.01,2.31,4.45,0.89,1.89,52.86,46.08,41.37,24.43,90.35,78.17,4.52,1.11,51.58,9.1,41.1,95.0
168,1392,54.92498378,1.565955504,0.55,178410.0,6.28,107.7122458,0.67,156.2,1.76,20,-0.17,950000000000.0,160541.0,223136.0,1.29,178929.0,0.0,1.15,250.0,0.38,1.16,13.65,0.75,46.62,32.22,642.0,0.38,5.92,19.71,250000.0,1.64,0.7,2.79,1.17,2.17,46.02,16.52,13.21,11.89,65.43,95.08,2.31,1.84,18.51,7.6,17.39,156.09
169,1392,-12.55707759,1.261512864,0.71,143058.0,2.9,107.7122458,0.78,254.75,4.36,20,0.09,496000000000.0,92958.0,157576.0,1.56,96159.0,0.0,2.28,600.0,0.06,1.38,22.69,0.6,45.4,50.98,1549.0,0.06,2.67,27.15,120000.0,2.16,0.53,7.36,0.98,1.93,50.63,16.86,15.3,9.94,19.14,75.51,1.59,3.56,6.42,12.85,15.87,113.19
175,1392,65.71428578,1.035470043,0.0,78018.0,5.28,107.7122458,0.84,-4.76,26.63,20,-1.04,538000000000.0,-42546.0,124226.0,1.12,76322.0,0.0,1.88,,-1.23,0.97,-0.31,0.56,70.02,-4.35,-297.0,-1.23,-12.66,-0.46,143234.0,6.38,0.29,8.69,24.32,25.32,3.95,6.77,4.25,-2.32,9.93,73.7,2.77,2.9,7.8,7.92,4.67,-55.72
178,1392,319.5804196,0.780938637,0.0,2089116.0,2.98,107.7122458,0.67,99.48,3.24,20,-0.01,7230000000000.0,1449301.0,2236588.0,1.88,1895444.0,0.0,1.56,2049.0,2.68,1.59,25.54,0.66,85.01,68.14,2174.0,2.68,3.99,31.12,833125.0,2.6,0.82,6.89,1.26,2.26,44.24,25.34,23.67,16.42,43.03,61.24,2.43,2.18,7.55,17.64,23.01,99.48
179,1392,192.9146537,0.706769054,0.0,400204.0,7.39,107.7122458,0.87,134.52,4.31,20,0.19,1610000000000.0,273908.0,459653.0,1.24,266148.0,0.0,1.38,3000.0,0.57,1.16,19.54,0.91,270.02,77.36,4565.0,0.57,4.41,23.18,80000.0,3.78,0.83,2.51,2.68,3.68,27.14,23.69,20.62,14.12,51.71,95.67,3.06,1.43,3.09,4.06,21.67,134.52
182,1392,131.1131388,1.718267402,0.0,165075.0,6.94,107.7122458,0.72,-149.5,1.85,20,2.84,1290000000000.0,407589.0,184921.0,4.06,1646.0,0.0,0.55,650.0,4.66,2.75,59.93,1.05,15.57,96.42,2911.0,4.66,3.17,66.19,140000.0,2.11,3.43,6.05,0.22,1.22,81.92,49.09,43.83,108.21,59.88,98.02,4.6,0.7,37.17,-60.47,117.42,-199.28
186,1392,17.81045746,0.554978913,0.0,-25957.0,1.7,107.7122458,0.51,857.06,2.14,20,7.46,659000000000.0,-84330.0,95061.0,1.25,88878.0,0.0,1.11,,9.85,0.94,-3.4,0.81,13.74,-8.29,-217.0,9.73,-7.83,-4.76,388000.0,1.76,0.67,5.19,2.14,3.14,31.8,9.63,-2.63,-8.54,25.24,71.76,7.82,2.67,39.3,6.65,-2.56,857.06
187,1392,110.9467455,0.080140544,0.0,16329.0,2.99,107.7122458,0.69,36.73,1.15,20,-0.38,133000000000.0,11344.0,23960.0,1.6,32020.0,0.0,1.29,250.0,-0.33,1.24,8.74,0.66,99.1,16.96,333.0,-0.33,11.72,11.02,34000.0,1.94,0.79,6.4,0.88,1.88,53.29,14.29,9.74,6.76,8.16,89.01,4.72,1.97,20.28,3.9,10.96,36.73
192,1392,266.091954,0.803410714,0.0,83190.0,1.48,107.7122458,0.67,86.23,1.79,20,-0.09,543000000000.0,69881.0,108454.0,1.92,120385.0,0.0,1.17,1000.0,0.26,1.74,18.55,1.13,107.53,40.61,1040.0,0.26,7.77,24.77,67140.0,2.88,1.23,23.02,1.02,2.02,49.54,24.54,18.83,15.81,38.25,68.04,5.98,1.76,15.19,13.25,20.61,87.16
193,1392,185.1963746,1.063664237,0.0,67436.0,0.76,107.7122458,0.33,1033.41,2.52,20,40.58,988000000000.0,137850.0,144619.0,1.47,86110.0,0.0,0.59,990.0,8.55,1.04,18.65,1.0,98.11,74.56,1022.0,16.09,7.17,21.22,134844.0,3.49,2.01,0.31,2.52,3.52,28.38,29.38,13.7,28.01,60.56,43.46,11.44,1.61,27.4,2.65,37.2,-758.33
196,1392,148.6166008,0.520069263,0.0,-1649.0,1.32,107.7122458,0.83,-15.48,4.39,20,1.26,157000000000.0,-9353.0,14782.0,1.45,71662.0,0.0,0.78,,1.42,1.28,-3.35,1.09,510.27,-14.47,-133.0,1.39,-16.86,-5.77,70000.0,2.66,0.72,7.32,3.87,4.87,20.53,6.81,-0.76,-4.31,6.3,71.4,8.4,0.94,32.25,5.26,1.27,-14.53
200,1392,634.831461,2.651188101,0.0,487988.0,11.93,107.7122458,0.93,112.62,3.99,20,0.2,2680000000000.0,392549.0,536354.0,2.15,475345.0,0.0,1.41,2500.0,1.3,1.4,44.36,0.91,41.77,95.18,5772.0,1.3,3.42,69.02,136000.0,4.81,2.16,15.18,0.79,1.79,55.93,43.11,39.23,31.55,92.05,93.97,5.06,1.4,5.47,22.18,39.73,112.62
204,1392,536.7816092,2.178514225,0.0,69877.0,3.09,107.7122458,0.77,87.46,1.55,20,5.02,724000000000.0,183264.0,140272.0,1.89,240317.0,0.0,1.0,127.0,4.6,1.32,26.6,0.7,178.07,55.68,1221.0,7.38,3.95,32.97,150000.0,1.83,1.05,6.3,0.92,1.92,52.09,20.37,10.15,26.61,39.1,74.65,9.22,1.35,21.78,2.2,31.59,85.27
208,1392,139.1382407,0.471821977,0.61,53781.0,1.64,107.7122458,0.72,248.43,1.71,20,0.51,660000000000.0,60813.0,83787.0,1.42,100922.0,0.0,0.69,377.0,2.0,0.74,16.05,0.77,84.68,45.02,617.0,1.98,7.13,21.4,150000.0,2.97,1.86,5.38,1.66,2.66,37.63,23.65,15.18,17.16,17.36,97.64,8.71,0.97,27.8,13.97,18.83,150.61
210,1392,438.4615389,-0.151057934,0.67,34761.0,1.01,107.7122458,0.75,7.18,3.19,20,-0.34,1420000000000.0,-2901.0,67499.0,1.27,85173.0,0.0,0.48,8.0,-1.1,0.4,0.75,0.78,28.74,1.92,-16.0,-1.1,-492.31,0.99,180000.0,5.43,3.98,8.14,3.19,4.19,23.87,18.97,9.77,-0.82,-26.03,87.96,6.94,0.56,50.59,-11.27,11.16,-4.27
211,1392,309.25,0.510234353,0.64,171835.0,1.48,107.7122458,0.81,47.26,1.98,20,0.34,1280000000000.0,108408.0,200010.0,1.63,372919.0,0.0,0.78,200.0,0.55,1.01,9.66,0.79,84.84,22.56,433.0,0.55,7.38,13.09,400000.0,2.21,1.45,5.57,1.06,2.06,48.5,22.73,19.53,12.32,18.3,96.83,4.66,0.91,28.41,7.66,20.16,40.78
212,1392,641.8386494,0.907315622,0.53,571921.0,3.07,107.7122458,0.7,309.95,2.44,20,0.47,3540000000000.0,449535.0,631343.0,3.12,330818.0,0.0,1.46,2170.0,1.24,1.03,44.35,0.97,18.43,84.63,2959.0,1.24,5.69,46.79,210000.0,5.17,2.39,6.43,0.99,1.99,50.19,42.68,38.66,30.39,52.35,75.06,4.11,2.2,10.27,30.36,38.54,243.43
213,1392,112.9213485,1.124100511,0.88,28123.0,1.58,107.7122458,0.69,-2.7,63.55,20,4.97,229000000000.0,14591.0,44752.0,1.01,2923.0,0.0,1.07,,3.26,0.75,4.93,0.5,40.04,953.01,132.0,8.37,15.76,11.31,110000.0,3.27,0.72,2.92,3.65,4.65,21.53,14.1,8.86,4.6,56.12,90.34,5.27,1.43,34.66,18.46,9.28,-40.38
215,1392,196.959737,0.76647176,0.53,1502169.0,1.17,107.7122458,0.28,-13.85,1.66,20,0.59,9840000000000.0,1620345.0,1574799.0,0.81,-505084.0,0.0,0.43,780.0,0.89,0.73,23.97,0.52,15.35,45.93,1080.0,0.89,5.21,25.06,1750000.0,2.44,2.67,13.99,0.89,1.89,53.0,54.28,51.77,55.85,18.78,73.02,2.57,1.75,40.75,15.98,64.76,-229.29
218,1392,283.7429112,-0.10910119,0.51,515899.0,0.73,107.7122458,0.22,-12.54,1.79,20,0.31,2740000000000.0,335675.0,634099.0,0.43,-639107.0,0.0,0.7,560.0,0.43,0.33,13.7,0.11,0.59,36.3,610.0,0.43,8.17,19.21,550000.0,2.69,1.59,5.0,1.42,2.42,41.31,36.83,29.96,19.49,19.44,85.6,4.17,3.23,31.94,36.08,31.87,-41.95
223,1392,270.9281961,-0.038866366,0.41,251245.0,0.64,107.7122458,0.3,-27.16,1.58,20,0.31,1530000000000.0,175879.0,313592.0,0.88,-47283.0,0.0,0.79,800.0,0.55,0.69,14.75,0.37,23.76,36.85,764.0,0.55,8.73,18.29,230000.0,2.74,1.63,9.95,1.07,2.07,48.4,33.32,26.69,18.69,36.89,61.51,2.9,2.94,24.44,33.16,25.72,-129.09
224,1392,118.5144123,1.639024946,0.51,499464.0,0.99,107.7122458,0.43,2316.21,1.11,20,0.03,2450000000000.0,438969.0,534405.0,1.45,171342.0,0.0,0.91,1450.0,0.46,1.01,32.95,0.42,0.03,57.26,1463.0,0.46,5.57,38.41,300000.0,2.8,2.02,22.46,0.59,1.59,62.72,44.12,41.23,36.24,24.19,72.63,3.87,2.21,24.77,47.25,43.54,2152.02
226,1392,141.8209876,0.288193159,0.39,684412.0,1.25,107.7122458,0.38,-89.8,1.26,20,0.39,3420000000000.0,568507.0,707656.0,1.17,113462.0,0.0,0.81,1500.0,0.76,0.96,26.28,0.64,11.94,57.78,1421.0,0.76,6.02,28.19,400000.0,2.5,1.95,19.52,0.86,1.86,53.73,40.21,38.89,32.31,35.72,71.53,1.45,2.45,22.73,36.05,40.4,-289.82
228,1392,370.096943,0.78413248,0.62,178742.0,3.9,107.7122458,0.63,217.3,2.03,20,0.11,2880000000000.0,237541.0,203206.0,1.41,103899.0,0.0,0.96,3800.0,-0.47,0.0,40.41,0.58,2.68,80.11,4463.0,0.06,12.12,46.28,53222.0,9.32,5.08,30.03,1.05,2.05,48.71,35.84,31.53,41.9,10.46,78.22,4.31,1.58,9.39,21.84,46.86,210.57
229,1392,193.0756846,0.993349224,0.35,588708.0,0.85,107.7122458,0.4,1594.78,0.99,20,0.14,3020000000000.0,481947.0,639028.0,1.38,247853.0,0.0,0.73,1300.0,0.65,0.96,23.81,0.55,69.93,48.36,1070.0,0.66,6.27,24.23,450000.0,2.47,2.03,10.05,0.73,1.73,57.92,42.97,39.59,32.41,41.84,75.02,3.38,1.91,30.26,36.12,41.29,1295.97
230,1392,344.5652176,0.862923907,0.76,163177.0,1.93,107.7122458,0.56,-24.86,4.37,20,0.15,1470000000000.0,121697.0,278236.0,0.81,-118683.0,0.0,1.09,1250.0,0.22,0.63,15.27,0.33,52.24,62.42,1521.0,0.22,12.1,22.31,80000.0,5.92,1.51,5.09,3.47,4.47,22.35,28.6,16.77,12.51,32.5,92.05,9.7,1.85,8.22,17.67,19.97,-72.26
232,1392,200.3453038,0.575110882,0.6,520380.0,2.79,107.7122458,0.57,937.74,1.66,20,0.35,2530000000000.0,510205.0,572601.0,2.24,232694.0,0.0,1.49,9000.0,0.54,0.0,69.8,0.62,0.0,98.63,9276.0,0.54,4.95,77.29,55000.0,4.12,2.33,19.44,0.33,1.33,75.4,52.69,47.89,46.95,21.68,93.81,4.77,2.59,5.06,39.32,51.05,291.14
233,1392,418.9792662,0.511630501,0.6,253548.0,1.55,107.7122458,0.61,428.77,2.5,20,0.38,1400000000000.0,240793.0,299408.0,1.4,142131.0,0.0,1.11,1700.0,0.78,0.9,32.24,0.41,10.75,68.22,1926.0,0.78,5.83,40.56,125000.0,3.52,1.7,23.7,1.06,2.06,48.56,36.18,30.64,29.1,28.72,84.05,7.77,1.67,15.11,25.07,36.62,262.58
235,1392,403.7549402,0.930350647,0.48,251863.0,2.06,107.7122458,0.66,115.45,1.17,20,-0.41,3220000000000.0,232498.0,292641.0,2.26,281974.0,0.0,1.09,1040.0,-0.53,1.43,32.22,1.48,133.92,53.77,1162.0,0.23,13.84,41.03,200000.0,6.42,4.07,17.23,0.74,1.74,57.37,37.07,31.9,29.45,29.78,88.12,5.05,1.62,25.33,31.14,36.45,115.45
