CompanyId,Return,Beta,Return_mean,Return_median,Return_min,Return_max,Beta_mean,Beta_median,Beta_min,Beta_max,Debt_to_total_assets_ratio_mean,Debt_to_total_assets_ratio_median,Debt_to_total_assets_ratio_min,Debt_to_total_assets_ratio_max,Operating_profit_to_sale_mean,Operating_profit_to_sale_median,Operating_profit_to_sale_min,Operating_profit_to_sale_max,Fixed_asset_turnover_mean,Fixed_asset_turnover_median,Fixed_asset_turnover_min,Fixed_asset_turnover_max,Return_from_market_mean,Return_from_market_median,Return_from_market_min,Return_from_market_max,Current_assets_ratio_mean,Current_assets_ratio_median,Current_assets_ratio_min,Current_assets_ratio_max,Working_capital_return_mean,Working_capital_return_median,Working_capital_return_min,Working_capital_return_max,Longterm_debt_to_equity_ratio_mean,Longterm_debt_to_equity_ratio_median,Longterm_debt_to_equity_ratio_min,Longterm_debt_to_equity_ratio_max,Return_ratio_without_risk_mean,Return_ratio_without_risk_median,Return_ratio_without_risk_min,Return_ratio_without_risk_max,Profit_margin_growth_rate_mean,Profit_margin_growth_rate_median,Profit_margin_growth_rate_min,Profit_margin_growth_rate_max,Stock_market_value_mean,Stock_market_value_median,Stock_market_value_min,Stock_market_value_max,Net_profit_to_sale_mean,Net_profit_to_sale_median,Net_profit_to_sale_min,Net_profit_to_sale_max,Net_profit_to_Gross_profit_mean,Net_profit_to_Gross_profit_median,Net_profit_to_Gross_profit_min,Net_profit_to_Gross_profit_max,Current_ratio_mean,Current_ratio_median,Current_ratio_min,Current_ratio_max,Net_working_capital_mean,Net_working_capital_median,Net_working_capital_min,Net_working_capital_max,Operating_assets_Ratio_mean,Operating_assets_Ratio_median,Operating_assets_Ratio_min,Operating_assets_Ratio_max,Total_asset_turnover_mean,Total_asset_turnover_median,Total_asset_turnover_min,Total_asset_turnover_max,DPS_mean,DPS_median,DPS_min,DPS_max,EPS_growth_mean,EPS_growth_median,EPS_growth_min,EPS_growth_max,Liquidity_ratios_mean,Liquidity_ratios_median,Liquidity_ratios_min,Liquidity_ratios_max,ROA_mean,ROA_median,ROA_min,ROA_max,Quick_Ratio_mean,Quick_Ratio_median,Quick_Ratio_min,Quick_Ratio_max,Average_payment_period_mean,Average_payment_period_median,Average_payment_period_min,Average_payment_period_max,ROE_mean,ROE_median,ROE_min,ROE_max,EPS_mean,EPS_median,EPS_min,EPS_max,Total_income_growth_mean,Total_income_growth_median,Total_income_growth_min,Total_income_growth_max,P_to_E_mean,P_to_E_median,P_to_E_min,P_to_E_max,ROI_mean,ROI_median,ROI_min,ROI_max,Capital_mean,Capital_median,Capital_min,Capital_max,P_to_B_mean,P_to_B_median,P_to_B_min,P_to_B_max,P_to_S_mean,P_to_S_median,P_to_S_min,P_to_S_max,Cash_to_total_assets_ratio_mean,Cash_to_total_assets_ratio_median,Cash_to_total_assets_ratio_min,Cash_to_total_assets_ratio_max,Debt_to_equity_ratio_mean,Debt_to_equity_ratio_median,Debt_to_equity_ratio_min,Debt_to_equity_ratio_max,Equity_Ratio_mean,Equity_Ratio_median,Equity_Ratio_min,Equity_Ratio_max,DuPont_Ratio_mean,DuPont_Ratio_median,DuPont_Ratio_min,DuPont_Ratio_max,Gross_profit_margin_mean,Gross_profit_margin_median,Gross_profit_margin_min,Gross_profit_margin_max,Operating_profit_margin_mean,Operating_profit_margin_median,Operating_profit_margin_min,Operating_profit_margin_max,Net_profit_margin_mean,Net_profit_margin_median,Net_profit_margin_min,Net_profit_margin_max,Sales_growth_rate_mean,Sales_growth_rate_median,Sales_growth_rate_min,Sales_growth_rate_max,Current_debt_to_total_debt_Ratio_mean,Current_debt_to_total_debt_Ratio_median,Current_debt_to_total_debt_Ratio_min,Current_debt_to_total_debt_Ratio_max,Cost_to_sales_ratio_mean,Cost_to_sales_ratio_median,Cost_to_sales_ratio_min,Cost_to_sales_ratio_max,Sale_to_current_assets_mean,Sale_to_current_assets_median,Sale_to_current_assets_min,Sale_to_current_assets_max,Operating_cash_flow_to_sales_mean,Operating_cash_flow_to_sales_median,Operating_cash_flow_to_sales_min,Operating_cash_flow_to_sales_max,Cash_flow_returns_to_sales_mean,Cash_flow_returns_to_sales_median,Cash_flow_returns_to_sales_min,Cash_flow_returns_to_sales_max,Profit_margin_before_interest_and_taxes_mean,Profit_margin_before_interest_and_taxes_median,Profit_margin_before_interest_and_taxes_min,Profit_margin_before_interest_and_taxes_max,Net_return_on_working_capital_mean,Net_return_on_working_capital_median,Net_return_on_working_capital_min,Net_return_on_working_capital_max,r_dicho,b_dicho
132,-29.74167036,0.542496112,126.5832635871111,18.77133107,-5.403404881,662.0269828,0.3216643808888889,0.180532752,-0.118499269,1.087743128,0.0,0.0,0.0,0.0,975591.9,695201.5,204662.0,3133148.0,5.437000000000001,5.23,0.0,12.23,62.173011149900006,37.56484692,-20.86124983,187.0833336,0.9200000000000002,0.935,0.84,0.97,111.977,99.785,69.33,185.41,5.189,5.38,3.01,8.46,18.7,20.0,15.0,22.0,0.109,0.06,-0.19,0.61,6192900000000.0,1975000000000.0,601000000000.0,23700000000000.0,596455.8,332368.0,104883.0,2252153.0,1094343.6,812211.5,242308.0,3346318.0,1.2840000000000005,1.255,1.06,1.64,742313.1,386578.0,52859.0,2753652.0,18.2,0.0,0.0,93.3,0.867,0.86,0.66,1.1,1911.7,1680.0,1100.0,3547.0,0.238,0.06,-0.51,1.68,0.615,0.945,0.0,1.12,18.972,14.87,10.88,34.52,0.947,0.975,0.75,1.14,397.587,422.4,0.0,889.63,69.898,64.57,49.47,93.51,2453.3,2364.5,1301.0,3753.0,0.481,0.3399999999999999,-0.12,1.68,7.435,6.69,2.79,17.7,22.571,19.425,13.1,43.31,233600.0,144000.0,80000.0,600000.0,4.983,3.93,2.5,12.8,1.833,1.185,0.82,5.56,1.7689999999999997,1.45,0.4,3.72,2.988,3.19,1.48,4.81,3.988,4.19,2.48,5.81,26.722,23.87,17.22,40.32,44.228,46.760000000000005,33.65,50.99,38.809000000000005,40.165,28.42,47.74,21.266,19.685,14.21,34.32,29.874,28.35,-6.27,68.52,98.75200000000002,98.8,98.39,98.96,5.616000000000001,5.58,4.17,6.75,0.8400000000000001,0.83,0.65,0.97,9.386,9.14,5.13,15.3,14.691999999999998,16.11,-18.4,29.7,38.95399999999999,40.895,27.54,47.73,109.585,101.075,63.94,170.95,-1,1
133,45.69053355,0.335407365,116.807649273,14.06913287,-41.5841584,612.2881356,1.235172468777778,0.660086853,0.341796029,5.923749358,0.0,0.0,0.0,0.0,388810.7,384074.0,104386.0,742121.0,2.402,2.355,0.0,4.07,62.173011149900006,37.56484692,-20.86124983,187.0833336,0.8370000000000001,0.845,0.75,0.89,88.17999999999999,77.46000000000001,46.42,180.6,2.3440000000000003,2.485,1.3,2.83,18.7,20.0,15.0,22.0,0.168,-0.065,-0.42,2.35,3964300000000.0,1845000000000.0,300000000000.0,16200000000000.0,395723.7,374557.5,32571.0,754624.0,477063.1,459397.0,158293.0,895863.0,1.514,1.4449999999999998,1.14,2.01,594452.8,459644.5,95622.0,1357307.0,18.284,0.0,0.0,91.93,0.609,0.575,0.48,0.88,805.1,935.0,81.0,1150.0,0.5730000000000001,0.045,-0.72,5.65,0.5740000000000001,0.74,0.0,1.19,18.199,18.185,4.17,30.81,0.953,0.955,0.75,1.19,405.06000000000006,390.025,0.0,918.41,44.525000000000006,48.005,12.3,76.89,1296.4,1333.0,135.0,2685.0,0.639,0.14,-0.72,5.63,8.739,5.65,1.6,23.35,24.616,28.335,5.87,36.8,340800.0,240000.0,240000.0,576000.0,3.19,2.4450000000000003,0.9,8.63,2.477,1.69,0.64,6.7,2.615,0.935,0.35,8.69,1.668,1.71,0.78,2.55,2.668,2.71,1.78,3.55,39.483,37.015,28.2,56.11,39.818,38.150000000000006,32.5,54.44,31.071000000000005,31.58,19.38,47.2,28.936,30.725,6.2,48.24,18.945,10.34,-15.42,94.54,96.567,97.065,94.49,98.31,7.897999999999999,7.834999999999999,5.82,10.03,0.696,0.6799999999999999,0.54,1.03,28.644,23.435,17.96,51.27,14.3,18.305,-38.2,36.38,43.633,43.115,25.67,60.62,78.256,74.65,46.42,163.8,1,1
134,13.65862564,0.535852935,85.16898522244443,31.54639178,-23.15803888,336.990596,0.2637255596666666,0.211474854,-0.507623411,0.95760334,0.0,0.0,0.0,0.0,1215427.9,856730.0,222284.0,3577196.0,6.558,7.314999999999999,0.0,13.19,62.173011149900006,37.56484692,-20.86124983,187.0833336,0.932,0.94,0.88,0.96,88.64500000000001,89.725,74.99,106.99,3.4520000000000004,3.305,2.44,5.47,18.7,20.0,15.0,22.0,0.0009999999999999,-0.015,-0.25,0.34,9687000000000.0,6640000000000.0,1160000000000.0,30500000000000.0,914135.7,631629.5,215100.0,2825721.0,1387583.2,1070326.0,317931.0,3823947.0,1.4189999999999998,1.45,1.24,1.57,1148891.6,854632.0,273855.0,3173775.0,18.953,0.0,0.0,97.88,0.7490000000000001,0.8,0.52,0.9,2109.0,2100.0,1325.0,3000.0,0.029,0.06,-0.55,0.56,0.597,0.925,0.0,1.1,23.928,24.645,15.16,32.44,0.976,0.955,0.82,1.14,308.148,303.935,0.0,681.8,69.43499999999999,67.53,53.48,90.28,2489.5,2821.5,1439.0,3176.0,0.347,0.28,-0.07,0.94,9.275,8.915,4.22,16.24,27.68,28.61,18.14,34.68,371550.0,307500.0,102500.0,889500.0,5.884,5.859999999999999,2.6,9.54,3.039,2.94,1.27,4.96,4.133,3.4450000000000003,1.22,9.95,2.018,1.875,1.57,2.81,3.018,2.875,2.57,3.81,33.753,34.76,26.24,38.85,49.588,49.63,42.71,56.22,41.7,42.865,29.86,50.62,31.644,30.655,27.73,37.75,31.061,33.545,-11.24,61.81,97.735,97.755,96.56,98.32,7.992,6.23,3.4,18.81,0.716,0.735,0.54,0.84,13.581,12.585,8.91,20.08,12.070999999999998,11.745,-8.55,33.04,49.67699999999999,50.15,40.18,54.47,87.571,89.98,72.25,106.99,-1,1
135,78.42449374,0.208486562,85.36670571233334,32.88201152,-36.50642548,490.4896421,0.6512044397777778,0.539516123,0.219534349,1.099685072,0.0,0.0,0.0,0.0,154183.7,99537.5,66695.0,406440.0,0.73,0.89,0.0,1.12,62.173011149900006,37.56484692,-20.86124983,187.0833336,0.615,0.595,0.51,0.83,114.929,64.065,-6.23,583.94,3.197,3.395,1.17,5.37,18.7,20.0,15.0,22.0,1.09,0.1,-0.52,8.41,3292600000000.0,967500000000.0,309000000000.0,16200000000000.0,393386.0,82075.5,42724.0,2010591.0,228542.7,158199.5,113211.0,565978.0,1.741,1.235,0.74,5.5,541305.9,187973.5,-167150.0,2972730.0,19.421,0.0,0.0,97.12,0.49,0.47,0.45,0.57,378.3,190.0,33.0,1500.0,0.659,-0.055,-0.39,6.86,0.668,0.885,0.0,1.07,14.174,5.32,3.05,51.63,1.2100000000000002,0.8300000000000001,0.53,4.04,402.372,407.185,0.0,901.5,30.784,22.405,13.23,82.86,788.3,364.5,248.0,2978.0,1.2839999999999998,0.015,-0.26,10.76,10.175,8.785,3.58,18.24,15.542000000000002,7.825,3.55,47.74,367500.0,225000.0,75000.0,675000.0,2.515,2.1950000000000003,1.21,4.48,2.6770000000000005,1.185,0.64,9.22,6.952,3.86,0.45,26.65,2.4000000000000004,3.04,0.19,3.87,3.4,4.04,1.19,4.87,37.261,24.78,20.55,84.29,24.252,24.03,15.79,32.13,16.312,14.945,7.82,23.6,30.46,10.635,5.78,114.12,18.453,15.79,-1.02,47.66,73.886,75.28999999999999,42.72,96.8,5.5760000000000005,4.975,3.25,9.74,0.821,0.835,0.48,1.22,33.33,35.12,15.48,56.58,-8.136,-1.07,-96.35,75.08,40.714,19.8,15.06,126.99,21.959,56.495,-199.21,162.71,1,1
137,88.21124059,0.359397561,63.55127865844444,24.67903001,-11.4416476,244.3414722,0.3419848306666667,0.204923108,-0.01667097,0.99682145,0.0,0.0,0.0,0.0,846108.8,953637.5,288671.0,1249454.0,2.544,3.335,0.0,4.48,62.173011149900006,37.56484692,-20.86124983,187.0833336,0.8099999999999999,0.8200000000000001,0.73,0.89,106.419,108.405,35.79,169.57,2.248,2.29,1.59,2.81,18.7,20.0,15.0,22.0,0.1359999999999999,0.065,-0.13,0.83,7360000000000.0,4710000000000.0,1190000000000.0,28100000000000.0,639181.6,668543.5,206237.0,1151037.0,997794.9,1121007.0,324427.0,1495196.0,1.4699999999999998,1.45,1.3,1.67,934128.8,841580.5,144301.0,2006785.0,18.724,0.0,0.0,95.24,0.714,0.685,0.46,1.04,1553.5,1375.0,700.0,2600.0,0.149,0.205,-0.79,0.84,0.748,1.1949999999999998,0.0,1.33,22.855,23.325000000000003,11.29,31.42,1.139,1.14,0.93,1.42,355.9599999999999,373.38,0.0,758.19,51.425,55.3,23.4,68.94,2344.1,2356.5,659.0,4058.0,0.2679999999999999,0.235,-0.38,0.84,9.217,6.99,2.3,24.38,30.379,31.55,18.57,37.97,371600.0,250000.0,108000.0,750000.0,4.259,3.635,2.24,10.52,3.1950000000000003,2.355,1.44,8.75,4.287,1.69,0.52,19.74,1.246,1.22,0.99,1.44,2.2460000000000004,2.22,1.99,2.44,44.68300000000001,45.095,40.92,50.26,51.229,53.515,36.59,59.12,43.966,44.75,32.38,55.8,32.38,34.44499999999999,23.26,36.96,16.469,19.61,-9.79,57.31,96.151,97.115,91.72,97.82,9.308000000000002,8.735,5.18,21.04,0.852,0.755,0.57,1.43,17.148000000000003,12.655,8.35,37.4,17.996000000000002,19.06,-18.84,38.4,47.30500000000001,48.895,31.8,55.3,106.846,108.53,35.34,169.57,1,1
139,571.374527,1.248312348,39.99655251575,1.175680048,-37.44075835,268.9393941,0.869339205125,0.904030334,0.483649841,1.300015763,0.0,0.0,0.0,0.0,154906.0,131952.0,-66.0,422971.0,3.1,3.79,0.0,5.27,51.86299943322223,28.2857682,-20.86124983,187.0833336,0.79,0.79,0.73,0.87,50.43555555555555,32.5,6.83,103.15,1.4766666666666666,1.38,1.18,2.0,18.55555555555556,20.0,15.0,22.0,1.3666666666666667,1.42,-0.91,5.63,1711666666666.6667,894000000000.0,257000000000.0,9140000000000.0,219806.22222222225,94357.0,20717.0,1083369.0,207034.0,163973.0,12660.0,565707.0,1.5588888888888888,1.46,1.44,2.02,515884.0,491358.0,152071.0,1702362.0,10.975555555555555,0.0,0.0,98.78,0.6466666666666666,0.65,0.46,0.84,71.77777777777777,65.0,10.0,201.0,1.507777777777778,0.86,-0.88,6.29,0.9744444444444444,1.24,0.0,1.47,12.601111111111113,6.29,1.66,33.67,1.208888888888889,1.16,0.96,1.69,558.5222222222222,264.09,0.0,2048.11,25.794444444444444,14.08,3.8,65.15,528.3333333333334,366.0,68.0,2006.0,1.92,1.11,-0.88,6.28,10.628888888888888,9.24,2.49,19.94,13.29,7.89,2.25,35.43,420000.0,540000.0,180000.0,540000.0,1.541111111111111,1.22,0.68,4.16,1.336666666666667,1.05,0.47,3.98,4.081111111111111,3.3,1.59,8.85,1.0988888888888892,1.11,0.65,1.47,2.098888888888889,2.11,1.65,2.47,48.217777777777776,47.4,40.56,60.51,18.725555555555555,18.58,3.27,32.13,14.153333333333334,13.83,-0.02,28.21,19.471111111111117,8.61,2.56,52.21,27.59444444444445,42.18,-13.13,52.38,98.16,98.26,96.99,99.14,4.472222222222222,4.51,3.34,5.53,0.7755555555555556,0.8,0.54,1.02,41.60555555555556,37.51,23.48,76.55,-5.037777777777778,0.91,-30.18,12.48,33.093333333333334,21.79,12.84,74.91,49.12222222222222,32.5,6.83,101.42,1,-1
141,18.4769977,0.273647602,255.20355097025,123.03321341,2.936096761,771.8116803,0.4012098294999999,0.2420885135,-0.089010222,1.209672513,0.0,0.0,0.0,0.0,543898.4,338144.0,148821.0,1336724.0,3.3240000000000003,3.43,0.0,6.82,95.148274362,107.7122458,-20.86124983,187.0833336,0.77,0.79,0.54,0.91,252.60600000000005,210.35,122.16,503.5,4.061999999999999,4.71,1.0,6.77,20.4,20.0,20.0,22.0,23.954,0.09,-0.32,119.73,8021000000000.0,877000000000.0,321000000000.0,20600000000000.0,362990.2,135684.0,97246.0,990975.0,599714.6,370806.0,218941.0,1409382.0,1.334,1.12,1.06,1.77,357181.6,69536.0,41802.0,1209978.0,39.366,0.0,0.0,98.44,0.8019999999999999,0.82,0.73,0.86,1075.2,950.0,142.0,2250.0,0.8619999999999999,0.53,-0.47,3.34,0.8020000000000002,0.97,0.0,1.11,19.622,13.86,11.41,34.13,1.04,0.87,0.7,1.48,291.336,327.49,0.0,562.24,60.89399999999999,62.74,56.95,64.71,1416.6,1277.0,530.0,2747.0,1.052,0.53,0.06,3.32,14.87,8.53,3.3,35.79,19.380000000000003,13.43,11.66,29.91,410569.2,106200.0,35400.0,920223.0,7.232000000000001,4.66,1.86,15.85,4.71,1.18,0.63,12.67,6.659999999999999,4.36,1.25,16.1,2.8280000000000003,3.95,0.74,4.43,3.828,4.95,1.74,5.43,33.27,20.2,18.4,57.53,45.534,42.69,37.54,56.37,39.516000000000005,35.36,29.02,53.47,24.414,18.96,13.85,39.64,51.08,44.89,12.84,87.56,92.004,95.83,77.58,99.44,4.81,4.82,3.01,6.76,0.952,0.86,0.76,1.32,26.228,11.11,6.9,66.79,8.708000000000002,6.07,-18.76,42.45,40.368,35.66,32.18,53.6,242.984,197.7,122.16,484.44,-1,1
143,644.9185187,1.051513271,53.277459637875,19.73300334,-24.55146359,215.6498675,0.256592088625,0.2453689865,-0.049145902,0.675724301,0.0,0.0,0.0,0.0,930306.2222222222,649296.0,232661.0,3344666.0,4.228888888888889,5.06,0.0,8.75,51.86299943322223,28.2857682,-20.86124983,187.0833336,0.8777777777777778,0.87,0.85,0.92,94.51111111111112,95.36,32.76,122.49,3.241111111111111,3.48,1.3,4.47,18.55555555555556,20.0,15.0,22.0,0.3722222222222222,-0.06,-0.73,2.67,5296666666666.667,2770000000000.0,1010000000000.0,27800000000000.0,791335.5555555555,503591.0,167884.0,3462424.0,1013647.4444444444,704424.0,252501.0,3570038.0,1.9977777777777772,1.67,1.38,4.58,1037211.3333333334,650696.0,277809.0,4096999.0,10.80888888888889,0.0,0.0,97.28,0.5588888888888889,0.53,0.41,0.78,3766.6666666666665,2850.0,1270.0,6500.0,0.5411111111111111,0.16,-0.74,4.27,0.8922222222222221,1.27,0.0,1.43,30.92,27.36,5.61,74.9,1.6044444444444443,1.32,1.19,3.72,370.8033333333333,356.56,0.0,810.94,69.09666666666666,67.2,17.73,115.22,4744.0,4207.0,799.0,8358.0,0.8833333333333333,0.16,-0.74,4.26,5.461111111111112,5.12,1.8,12.11,35.13777777777778,34.72,8.9,67.37,182777.77777777775,210000.0,70000.0,525000.0,3.322222222222222,2.87,1.69,6.4,2.2777777777777777,1.79,1.29,5.51,3.7455555555555566,1.66,0.41,14.58,1.5066666666666668,1.34,0.34,3.14,2.5066666666666664,2.34,1.34,4.14,43.25777777777778,42.75,24.16,74.48,65.13888888888889,73.24,43.88,84.84,58.911111111111104,68.04,33.05,79.35,53.58222222222222,51.57,13.58,119.36,28.022222222222226,26.33,-1.45,69.98,93.52,97.84,76.99,98.59,6.128888888888889,5.91,4.25,8.28,0.73,0.73,0.51,1.06,10.38,9.46,4.42,18.1,16.86888888888889,15.7,1.62,38.21,70.17222222222222,69.48,34.12,131.92,94.09666666666666,95.21,32.76,122.49,1,-1
145,-7.056758349,0.501855097,142.00043303066664,8.571428598,-16.66666667,659.5555558,0.3639475643333333,0.236664008,-0.062770232,1.02494585,0.0,0.0,0.0,0.0,665176.6,398272.0,90605.0,1834401.0,3.5770000000000004,3.665,0.0,7.58,62.173011149900006,37.56484692,-20.86124983,187.0833336,0.7609999999999999,0.76,0.68,0.89,67.729,58.55,50.52,101.26,1.271,1.165,0.95,1.71,18.7,20.0,15.0,22.0,0.112,-0.0099999999999999,-0.18,0.66,4995800000000.0,1440000000000.0,261000000000.0,20700000000000.0,434081.6,235991.5,56699.0,1281214.0,753379.4,461951.0,108154.0,2035366.0,1.58,1.545,1.37,1.92,743265.2,440401.0,116691.0,2326415.0,18.935,0.0,0.0,95.02,0.7150000000000001,0.71,0.53,0.92,272.5,200.0,90.0,1000.0,0.333,0.16,-0.82,2.15,0.7909999999999999,1.09,0.0,1.3,17.753,16.185,11.18,30.35,1.055,1.04,0.84,1.34,244.99400000000009,271.105,0.0,536.4,37.577000000000005,34.97,22.56,69.27,730.6,624.5,293.0,2150.0,0.5409999999999999,0.16,-0.07,2.15,7.589,5.800000000000001,3.83,16.18,18.265,16.095,12.53,30.9,921820.0,704700.0,100000.0,3920000.0,2.679,1.635,0.99,7.43,2.005,1.41,0.7,5.61,5.466,5.565,3.31,7.25,1.084,0.985,0.73,1.53,2.0840000000000005,1.985,1.73,2.53,48.789,50.315,39.6,57.87,44.011,44.44,34.66,55.13,38.671,38.755,29.04,49.69,24.348000000000003,22.42,18.17,34.71,35.69799999999999,21.65,8.23,91.06,93.957,94.405,91.09,97.05,5.682,5.6850000000000005,4.36,6.65,0.829,0.835,0.71,0.93,43.228,38.375,14.09,71.56,13.367,12.22,2.02,34.06,39.94,40.235,30.17,50.8,67.714,58.55,50.62,101.26,-1,1
146,12.41094264,0.328675937,59.04421368333333,57.57434648500001,-12.01446559,128.5257873,0.2881597581666666,0.261411994,-0.109706966,0.925654125,0.0,0.0,0.0,0.0,1154680.4285714286,1082011.0,229048.0,2000242.0,2.321428571428572,1.43,0.0,6.21,69.71931284128571,28.2857682,-3.726529991,187.0833336,0.7314285714285715,0.77,0.56,0.86,161.74428571428572,103.3,76.51,441.85,1.8928571428571428,1.92,1.52,2.43,17.857142857142858,20.0,15.0,20.0,-0.03,0.02,-0.2,0.06,9840000000000.0,7670000000000.0,1260000000000.0,20200000000000.0,762992.5714285715,800111.0,174059.0,1172792.0,1291277.857142857,1186435.0,246407.0,2260438.0,2.011428571428572,2.12,1.38,2.98,894448.8571428572,1011179.0,231181.0,1308600.0,26.705714285714286,0.0,0.0,93.76,0.8014285714285715,0.73,0.64,1.08,1523.571428571429,1600.0,440.0,3000.0,-0.0799999999999999,0.06,-0.46,0.25,0.7428571428571429,0.74,0.0,1.83,27.977142857142866,28.21,18.16,38.12,1.2442857142857144,1.06,0.9,1.92,149.77285714285716,165.4,0.0,349.55,56.39571428571429,56.81,42.75,65.42,2186.0,2000.0,1253.0,3707.0,0.1614285714285714,0.17,0.06,0.25,10.111428571428572,7.73,5.17,18.36,32.681428571428576,33.37,20.65,44.54,442857.1428571429,400000.0,100000.0,800000.0,5.557142857142857,5.61,3.88,7.65,3.875714285714285,3.65,2.56,5.35,6.727142857142858,7.45,3.53,9.43,1.1285714285714286,1.28,0.66,1.6,2.128571428571429,2.28,1.66,2.6,48.15714285714286,43.81,38.44,60.13,55.48857142857143,56.52,50.11,58.01,50.131428571428565,51.65,46.26,53.1,34.55142857142857,35.4,28.39,39.67,19.75857142857143,16.63,10.26,32.35,81.69285714285714,74.24,67.43,96.41,6.675714285714285,6.67,4.57,9.26,1.0628571428571427,1.08,0.89,1.15,17.282857142857143,19.37,10.7,23.24,34.99714285714286,32.67,23.9,51.11,49.29857142857144,49.78,44.04,53.36,152.3114285714286,103.22,76.8,375.55,-1,1
147,-3.407384291,0.631831762,110.397775335,19.97966449,-13.7724551,520.5508477,0.3162015468888889,0.237416863,-0.16303053,0.955275757,0.0,0.0,0.0,0.0,1687787.7,1444970.5,266449.0,4247741.0,4.596,5.0600000000000005,0.0,7.88,62.173011149900006,37.56484692,-20.86124983,187.0833336,0.8800000000000001,0.89,0.81,0.92,72.19800000000001,70.06,61.89,89.54,2.035,2.085,1.88,2.14,18.7,20.0,15.0,22.0,0.094,0.07,-0.17,0.49,13840000000000.0,7320000000000.0,1090000000000.0,49500000000000.0,1243400.8,1041681.0,189703.0,3393340.0,1782138.3,1598158.0,322336.0,4297108.0,1.928,1.855,1.69,2.26,2018588.9,1673944.5,299877.0,5539177.0,18.493,0.0,0.0,94.14,0.8779999999999999,0.845,0.67,1.1,1428.0,1375.0,720.0,2000.0,0.0319999999999999,-0.055,-0.21,0.89,1.043,1.465,0.0,1.99,28.934999999999995,27.305,21.54,37.2,1.411,1.38,1.11,1.8,345.99600000000004,401.08,0.0,668.03,55.515,53.12,45.48,71.89,1681.2,1584.0,1191.0,2248.0,0.3929999999999999,0.25,0.13,1.36,7.421000000000001,6.885,2.89,16.77,32.269,29.11,21.76,43.69,885500.0,565000.0,125000.0,2200000.0,4.023999999999999,3.43,1.88,9.14,2.844,2.22,1.17,6.68,2.112,2.15,0.47,4.41,0.9430000000000002,0.97,0.68,1.21,1.9430000000000005,1.97,1.68,2.21,51.93799999999999,50.69,45.25,59.37,49.778000000000006,49.035,44.55,58.21,45.455,46.54,37.26,52.53,32.95700000000001,33.7,25.49,38.56,30.635,24.74,11.85,78.25,96.491,99.055,85.97,99.62,4.638000000000001,4.07,1.59,8.24,0.883,0.87,0.66,1.11,20.255000000000003,20.205,14.0,25.73,17.335,15.57,6.67,29.74,47.437,48.71,37.35,56.7,73.30300000000001,71.78999999999999,61.89,89.95,-1,1
151,30.6492225,0.470961693,165.36586099722223,4.407713545,-58.38837512,889.9221791,0.4629917484444444,0.450451564,-0.097653748,1.20682533,0.0,0.0,0.0,0.0,1531577.5,833840.0,308095.0,4958195.0,7.294,8.315,0.0,14.6,62.173011149900006,37.56484692,-20.86124983,187.0833336,0.943,0.95,0.9,0.96,84.606,87.63499999999999,11.29,145.05,6.910000000000001,6.875,3.18,13.11,18.7,20.0,15.0,22.0,0.362,0.13,-0.81,2.18,9317000000000.0,2920000000000.0,860000000000.0,41100000000000.0,927223.2,262167.0,34619.0,3975567.0,1751465.8,1108836.0,402841.0,5379385.0,1.293,1.15,1.08,1.8,1181255.8,466403.0,160410.0,4799490.0,17.702,0.0,0.0,91.68,1.0019999999999998,0.965,0.78,1.29,1736.1,1100.0,460.0,5885.0,0.967,0.36,-0.91,5.03,0.662,0.925,0.0,1.06,16.169,8.305,1.0,46.25,0.917,0.9,0.78,1.21,369.553,469.42,0.0,678.12,60.559000000000005,49.805,6.94,111.85,2475.6,1274.5,230.0,8834.0,1.041,0.36,-0.91,5.01,11.372,8.675,3.79,38.7,18.8,12.695,1.35,47.21,367500.0,300000.0,150000.0,1125000.0,5.518,3.395,1.96,15.74,1.398,0.81,0.45,4.33,2.093,1.505,0.56,5.65,4.299,5.074999999999999,1.13,7.3,5.299,6.074999999999999,2.13,8.3,23.511,16.46,12.04,46.97,35.711,32.055,22.58,51.75,30.261000000000003,24.665,17.27,47.7,14.877,8.855,1.18,38.24,24.752,14.725,-17.02,86.96,98.788,99.295,94.79,99.7,5.573,5.295,3.89,7.97,0.969,0.975,0.81,1.08,7.74,6.84,4.23,13.35,14.300999999999998,16.18,-13.6,37.51,30.459000000000003,25.015,16.91,49.53,81.46,85.87,11.1,140.28,-1,1
